bbox, 1658.8348, 541.5902, -1540.0000, 1270.0000, 700.0000, 1050.0000
cut, 1.6229, 1.6714, -1.3058, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.6186, 1.6714, -1.3077, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.6141, 1.6714, -1.3096, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.6097, 1.6714, -1.3114, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.6053, 1.6714, -1.3132, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.6008, 1.6714, -1.3150, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5963, 1.6714, -1.3168, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5918, 1.6714, -1.3185, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5873, 1.6714, -1.3202, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5828, 1.6714, -1.3219, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5782, 1.6714, -1.3236, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5736, 1.6714, -1.3253, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5690, 1.6714, -1.3269, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5644, 1.6714, -1.3285, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5598, 1.6714, -1.3301, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5551, 1.6714, -1.3317, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5505, 1.6714, -1.3332, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5458, 1.6714, -1.3348, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5410, 1.6714, -1.3363, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5363, 1.6714, -1.3377, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5316, 1.6714, -1.3392, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5268, 1.6714, -1.3406, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5220, 1.6714, -1.3421, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5172, 1.6714, -1.3435, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5124, 1.6714, -1.3448, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5075, 1.6714, -1.3462, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.5027, 1.6714, -1.3475, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4978, 1.6714, -1.3488, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4929, 1.6714, -1.3501, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4880, 1.6714, -1.3513, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4830, 1.6714, -1.3526, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4780, 1.6714, -1.3538, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4731, 1.6714, -1.3550, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4681, 1.6714, -1.3562, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4631, 1.6714, -1.3573, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4580, 1.6714, -1.3584, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4530, 1.6714, -1.3595, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4479, 1.6714, -1.3606, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4428, 1.6714, -1.3617, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4377, 1.6714, -1.3627, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4325, 1.6714, -1.3637, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4274, 1.6714, -1.3647, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4222, 1.6714, -1.3657, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4170, 1.6714, -1.3667, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4118, 1.6714, -1.3676, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4066, 1.6714, -1.3685, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.4013, 1.6714, -1.3694, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3961, 1.6714, -1.3702, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3908, 1.6714, -1.3711, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3855, 1.6714, -1.3719, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3802, 1.6714, -1.3727, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3748, 1.6714, -1.3735, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3695, 1.6714, -1.3742, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3641, 1.6714, -1.3749, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3587, 1.6714, -1.3756, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3533, 1.6714, -1.3763, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3478, 1.6714, -1.3770, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3424, 1.6714, -1.3776, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3369, 1.6714, -1.3782, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3314, 1.6714, -1.3788, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3259, 1.6714, -1.3794, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3204, 1.6714, -1.3800, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3148, 1.6714, -1.3805, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3092, 1.6714, -1.3810, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.3036, 1.6714, -1.3815, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2980, 1.6714, -1.3820, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2924, 1.6714, -1.3824, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2867, 1.6714, -1.3828, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2811, 1.6714, -1.3832, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2754, 1.6714, -1.3836, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2697, 1.6714, -1.3839, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2640, 1.6714, -1.3843, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2582, 1.6714, -1.3846, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2525, 1.6714, -1.3849, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2467, 1.6714, -1.3851, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2409, 1.6714, -1.3854, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2351, 1.6714, -1.3856, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2292, 1.6714, -1.3858, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2234, 1.6714, -1.3860, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2175, 1.6714, -1.3861, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2116, 1.6714, -1.3862, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.2057, 1.6714, -1.3863, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1997, 1.6714, -1.3864, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1938, 1.6714, -1.3865, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1878, 1.6714, -1.3865, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1818, 1.6714, -1.3866, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1794, 1.6714, -1.3866, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1695, 1.6714, -1.3866, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1794, 1.6714, -1.3766, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1794, 1.6714, -1.4840, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1894, 1.6714, -1.4740, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.1094, 1.6714, -1.4740, 0.000000, 1.000000, 0.000000, 0.000000
p2p,
cut, 1.7698, 1.8586, -0.4140, 0.000000, 0.707107, 0.707107, 0.000000
cut, 1.7698, 1.8586, -1.4740, 0.000000, 0.707107, 0.707107, 0.000000
cut, 1.7698, 1.8686, -1.4640, 0.000000, 0.707107, 0.707107, 0.000000
cut, 1.7698, 1.1986, -1.4640, 0.000000, 0.707107, 0.707107, 0.000000
cut, 1.7698, 1.2086, -1.4740, 0.000000, 0.707107, 0.707107, 0.000000
cut, 1.7698, 1.2086, -0.4140, 0.000000, 0.707107, 0.707107, 0.000000
p2p,
cut, 1.1198, 1.5336, -0.4640, 0.000000, 0.000000, 1.000000, 0.000000
cut, 2.3798, 1.5336, -0.4640, 0.000000, 0.000000, 1.000000, 0.000000
cut, 2.3698, 1.5336, -0.4540, 0.000000, 0.000000, 1.000000, 0.000000
cut, 2.3698, 1.5336, -1.4840, 0.000000, 0.000000, 1.000000, 0.000000
cut, 2.3598, 1.5336, -1.4740, 0.000000, 0.000000, 1.000000, 0.000000
cut, 2.4498, 1.5336, -1.4740, 0.000000, 0.000000, 1.000000, 0.000000
p2p,
cut, 1.7386, 1.4888, -0.3866, 0.000000, -0.525364, 0.850877, 0.000000
cut, 1.7386, 1.4888, -1.4840, 0.000000, -0.525364, 0.850877, 0.000000
cut, 1.7430, 1.4977, -1.4740, 0.000000, -0.525364, 0.850877, 0.000000
cut, 1.4698, 0.9524, -1.4740, 0.000000, -0.525364, 0.850877, 0.000000
