bbox, 1876.8348, 541.5902, -1540.0000, 1270.0000, 700.0000, 1050.0000
cut, 2.3730, 1.0344, -1.3460, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3687, 1.0344, -1.3480, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3643, 1.0344, -1.3499, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3599, 1.0344, -1.3518, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3556, 1.0344, -1.3537, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3511, 1.0344, -1.3556, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3467, 1.0344, -1.3574, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3423, 1.0344, -1.3592, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3378, 1.0344, -1.3610, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3333, 1.0344, -1.3628, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3288, 1.0344, -1.3645, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3243, 1.0344, -1.3662, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3198, 1.0344, -1.3679, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3152, 1.0344, -1.3696, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3106, 1.0344, -1.3713, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3060, 1.0344, -1.3729, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.3014, 1.0344, -1.3745, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2968, 1.0344, -1.3761, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2921, 1.0344, -1.3777, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2875, 1.0344, -1.3792, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2828, 1.0344, -1.3808, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2780, 1.0344, -1.3823, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2733, 1.0344, -1.3837, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2686, 1.0344, -1.3852, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2638, 1.0344, -1.3866, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2590, 1.0344, -1.3881, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2542, 1.0344, -1.3895, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2494, 1.0344, -1.3908, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2445, 1.0344, -1.3922, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2397, 1.0344, -1.3935, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2348, 1.0344, -1.3948, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2299, 1.0344, -1.3961, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2250, 1.0344, -1.3973, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2200, 1.0344, -1.3986, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2150, 1.0344, -1.3998, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2101, 1.0344, -1.4010, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2051, 1.0344, -1.4022, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.2001, 1.0344, -1.4033, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1950, 1.0344, -1.4044, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1900, 1.0344, -1.4055, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1849, 1.0344, -1.4066, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1798, 1.0344, -1.4077, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1747, 1.0344, -1.4087, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1695, 1.0344, -1.4097, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1644, 1.0344, -1.4107, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1592, 1.0344, -1.4117, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1540, 1.0344, -1.4127, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1488, 1.0344, -1.4136, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1436, 1.0344, -1.4145, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1383, 1.0344, -1.4154, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1331, 1.0344, -1.4162, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1278, 1.0344, -1.4171, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1225, 1.0344, -1.4179, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1172, 1.0344, -1.4187, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1118, 1.0344, -1.4195, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1065, 1.0344, -1.4202, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.1011, 1.0344, -1.4209, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0957, 1.0344, -1.4216, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0903, 1.0344, -1.4223, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0848, 1.0344, -1.4230, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0794, 1.0344, -1.4236, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0739, 1.0344, -1.4242, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0684, 1.0344, -1.4248, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0629, 1.0344, -1.4254, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0574, 1.0344, -1.4260, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0518, 1.0344, -1.4265, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0462, 1.0344, -1.4270, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0406, 1.0344, -1.4275, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0350, 1.0344, -1.4280, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0294, 1.0344, -1.4284, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0237, 1.0344, -1.4288, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0181, 1.0344, -1.4292, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0124, 1.0344, -1.4296, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0067, 1.0344, -1.4299, 0.000000, 1.000000, 0.000000, 0.000000
cut, 2.0010, 1.0344, -1.4303, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9952, 1.0344, -1.4306, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9895, 1.0344, -1.4309, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9837, 1.0344, -1.4311, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9779, 1.0344, -1.4314, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9721, 1.0344, -1.4316, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9662, 1.0344, -1.4318, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9604, 1.0344, -1.4320, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9545, 1.0344, -1.4321, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9486, 1.0344, -1.4322, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9427, 1.0344, -1.4323, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9367, 1.0344, -1.4324, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9308, 1.0344, -1.4325, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9248, 1.0344, -1.4325, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9188, 1.0344, -1.4326, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9164, 1.0344, -1.4326, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9065, 1.0344, -1.4326, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9164, 1.0344, -1.4226, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9164, 1.0344, -1.5300, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.9264, 1.0344, -1.5200, 0.000000, 1.000000, 0.000000, 0.000000
cut, 1.8464, 1.0344, -1.5200, 0.000000, 1.000000, 0.000000, 0.000000
p2p,
cut, 2.5068, 1.2216, -0.4600, 0.000000, 0.707107, 0.707107, 0.000000
cut, 2.5068, 1.2216, -1.5200, 0.000000, 0.707107, 0.707107, 0.000000
cut, 2.5068, 1.2316, -1.5100, 0.000000, 0.707107, 0.707107, 0.000000
cut, 2.5068, 0.5616, -1.5100, 0.000000, 0.707107, 0.707107, 0.000000
cut, 2.5068, 0.5716, -1.5200, 0.000000, 0.707107, 0.707107, 0.000000
cut, 2.5068, 0.5716, -0.4600, 0.000000, 0.707107, 0.707107, 0.000000
p2p,
cut, 1.8568, 0.8966, -0.5100, 0.000000, 0.000000, 1.000000, 0.000000
cut, 3.1168, 0.8966, -0.5100, 0.000000, 0.000000, 1.000000, 0.000000
cut, 3.1068, 0.8966, -0.5000, 0.000000, 0.000000, 1.000000, 0.000000
cut, 3.1068, 0.8966, -1.5300, 0.000000, 0.000000, 1.000000, 0.000000
cut, 3.0968, 0.8966, -1.5200, 0.000000, 0.000000, 1.000000, 0.000000
cut, 3.1868, 0.8966, -1.5200, 0.000000, 0.000000, 1.000000, 0.000000
p2p,
cut, 2.4756, 0.8518, -0.4326, 0.000000, -0.525364, 0.850877, 0.000000
cut, 2.4756, 0.8518, -1.5300, 0.000000, -0.525364, 0.850877, 0.000000
cut, 2.4800, 0.8607, -1.5200, 0.000000, -0.525364, 0.850877, 0.000000
cut, 2.2068, 0.3154, -1.5200, 0.000000, -0.525364, 0.850877, 0.000000
