bbox, 209.2779, 7424.8696, -3101.8853, 1737.4181, 725.7474, 1045.6676
cut, 0.3060, 2.1533, -0.7209, 0.089407, -0.606892, 0.781307, -0.115102
cut, 0.3012, 2.1521, -0.7209, 0.087589, -0.607157, 0.781648, -0.112761
cut, 0.2964, 2.1508, -0.7209, 0.085764, -0.607418, 0.781983, -0.110412
cut, 0.2915, 2.1496, -0.7209, 0.083932, -0.607673, 0.782313, -0.108053
cut, 0.2867, 2.1484, -0.7209, 0.082093, -0.607925, 0.782636, -0.105686
cut, 0.2818, 2.1471, -0.7209, 0.080247, -0.608171, 0.782953, -0.103309
cut, 0.2770, 2.1459, -0.7209, 0.078394, -0.608413, 0.783264, -0.100924
cut, 0.2721, 2.1446, -0.7208, 0.076535, -0.608649, 0.783569, -0.098530
cut, 0.2673, 2.1434, -0.7208, 0.074669, -0.608881, 0.783867, -0.096128
cut, 0.2624, 2.1422, -0.7208, 0.072796, -0.609108, 0.784159, -0.093717
cut, 0.2576, 2.1409, -0.7208, 0.070918, -0.609329, 0.784444, -0.091299
cut, 0.2528, 2.1397, -0.7208, 0.069033, -0.609546, 0.784723, -0.088872
cut, 0.2479, 2.1385, -0.7208, 0.067142, -0.609757, 0.784995, -0.086438
cut, 0.2431, 2.1372, -0.7208, 0.065245, -0.609963, 0.785260, -0.083996
cut, 0.2382, 2.1360, -0.7208, 0.063343, -0.610163, 0.785518, -0.081547
cut, 0.2334, 2.1348, -0.7208, 0.061434, -0.610358, 0.785769, -0.079090
cut, 0.2285, 2.1335, -0.7208, 0.059521, -0.610548, 0.786013, -0.076626
cut, 0.2237, 2.1323, -0.7208, 0.057602, -0.610732, 0.786250, -0.074156
cut, 0.2188, 2.1310, -0.7208, 0.055678, -0.610910, 0.786480, -0.071679
cut, 0.2140, 2.1298, -0.7208, 0.053749, -0.611083, 0.786702, -0.069195
cut, 0.2092, 2.1286, -0.7208, 0.051815, -0.611250, 0.786917, -0.066706
cut, 0.2043, 2.1273, -0.7207, 0.049876, -0.611411, 0.787125, -0.064210
cut, 0.1995, 2.1261, -0.7207, 0.047933, -0.611567, 0.787325, -0.061708
cut, 0.1946, 2.1249, -0.7207, 0.045985, -0.611716, 0.787517, -0.059200
cut, 0.1898, 2.1236, -0.7207, 0.044033, -0.611860, 0.787702, -0.056688
cut, 0.1849, 2.1224, -0.7207, 0.042077, -0.611998, 0.787879, -0.054170
cut, 0.1801, 2.1211, -0.7207, 0.040117, -0.612129, 0.788049, -0.051646
cut, 0.1752, 2.1199, -0.7207, 0.038154, -0.612255, 0.788210, -0.049119
cut, 0.1704, 2.1187, -0.7207, 0.036187, -0.612374, 0.788364, -0.046586
cut, 0.1656, 2.1174, -0.7207, 0.034216, -0.612487, 0.788510, -0.044049
