bbox, -467.7989, 1848.5463, -1670.8638, 1800.0001, 700.7219, 1200.0000
cut, 0.4520, 2.2134, -0.7688, 0.021688, -0.613059, 0.789246, -0.027921
cut, 0.4471, 2.2121, -0.7688, 0.020036, -0.613115, 0.789318, -0.025795
cut, 0.4423, 2.2109, -0.7687, 0.018383, -0.613167, 0.789385, -0.023666
cut, 0.4374, 2.2097, -0.7687, 0.016729, -0.613214, 0.789446, -0.021537
cut, 0.4326, 2.2084, -0.7687, 0.015074, -0.613257, 0.789501, -0.019406
cut, 0.4277, 2.2072, -0.7687, 0.013417, -0.613296, 0.789551, -0.017273
cut, 0.4229, 2.2060, -0.7687, 0.011760, -0.613330, 0.789594, -0.015140
cut, 0.4181, 2.2047, -0.7687, 0.010102, -0.613359, 0.789632, -0.013005
cut, 0.4132, 2.2035, -0.7687, 0.008443, -0.613384, 0.789665, -0.010870
cut, 0.4084, 2.2022, -0.7687, 0.006784, -0.613405, 0.789691, -0.008734
cut, 0.4035, 2.2010, -0.7687, 0.005124, -0.613421, 0.789712, -0.006597
cut, 0.3987, 2.1998, -0.7687, 0.003464, -0.613433, 0.789727, -0.004460
cut, 0.3938, 2.1985, -0.7687, 0.001804, -0.613440, 0.789736, -0.002322
cut, 0.3890, 2.1973, -0.7687, 0.000144, -0.613442, 0.789739, -0.000185
cut, 0.3841, 2.1961, -0.7687, -0.001517, -0.613441, 0.789737, 0.001953
cut, 0.3793, 2.1948, -0.7687, -0.003177, -0.613434, 0.789729, 0.004090
cut, 0.3745, 2.1936, -0.7686, -0.004837, -0.613423, 0.789715, 0.006227
cut, 0.3696, 2.1923, -0.7686, -0.006497, -0.613408, 0.789695, 0.008364
cut, 0.3648, 2.1911, -0.7686, -0.008156, -0.613388, 0.789670, 0.010500
cut, 0.3599, 2.1899, -0.7686, -0.009815, -0.613364, 0.789638, 0.012636
cut, 0.3551, 2.1886, -0.7686, -0.011473, -0.613335, 0.789601, 0.014771
cut, 0.3502, 2.1874, -0.7686, -0.013131, -0.613302, 0.789559, 0.016904
cut, 0.3454, 2.1862, -0.7686, -0.014787, -0.613264, 0.789510, 0.019037
cut, 0.3405, 2.1849, -0.7686, -0.016443, -0.613222, 0.789456, 0.021168
cut, 0.3357, 2.1837, -0.7686, -0.018097, -0.613175, 0.789396, 0.023298
cut, 0.3309, 2.1825, -0.7686, -0.019751, -0.613124, 0.789330, 0.025427
cut, 0.3260, 2.1812, -0.7686, -0.021403, -0.613069, 0.789259, 0.027554
cut, 0.3212, 2.1800, -0.7686, -0.023053, -0.613009, 0.789182, 0.029679
cut, 0.3163, 2.1787, -0.7686, -0.024702, -0.612945, 0.789099, 0.031802
cut, 0.3115, 2.1775, -0.7685, -0.026350, -0.612876, 0.789011, 0.033923
cut, 0.3066, 2.1763, -0.7685, -0.027996, -0.612803, 0.788917, 0.036041
cut, 0.3018, 2.1750, -0.7685, -0.029640, -0.612726, 0.788817, 0.038158
cut, 0.2969, 2.1738, -0.7685, -0.031282, -0.612644, 0.788712, 0.040272
cut, 0.2921, 2.1726, -0.7685, -0.032922, -0.612558, 0.788601, 0.042383
cut, 0.2873, 2.1713, -0.7685, -0.034560, -0.612468, 0.788485, 0.044492
cut, 0.2824, 2.1701, -0.7685, -0.036195, -0.612374, 0.788364, 0.046597
cut, 0.2776, 2.1688, -0.7685, -0.037829, -0.612275, 0.788236, 0.048700
cut, 0.2727, 2.1676, -0.7685, -0.039459, -0.612172, 0.788104, 0.050800
cut, 0.2679, 2.1664, -0.7685, -0.041088, -0.612065, 0.787966, 0.052896
cut, 0.2630, 2.1651, -0.7685, -0.042714, -0.611954, 0.787823, 0.054989
cut, 0.2582, 2.1639, -0.7685, -0.044337, -0.611838, 0.787674, 0.057079
cut, 0.2533, 2.1627, -0.7685, -0.045957, -0.611719, 0.787520, 0.059164
cut, 0.2485, 2.1614, -0.7685, -0.047574, -0.611595, 0.787361, 0.061246
cut, 0.2437, 2.1602, -0.7684, -0.049188, -0.611467, 0.787197, 0.063325
cut, 0.2388, 2.1590, -0.7684, -0.050800, -0.611335, 0.787027, 0.065399
cut, 0.2340, 2.1577, -0.7684, -0.052408, -0.611200, 0.786852, 0.067469
cut, 0.2291, 2.1565, -0.7684, -0.054012, -0.611060, 0.786672, 0.069535
cut, 0.2243, 2.1552, -0.7684, -0.055614, -0.610916, 0.786487, 0.071597
cut, 0.2194, 2.1540, -0.7684, -0.057212, -0.610769, 0.786297, 0.073654
cut, 0.2146, 2.1528, -0.7684, -0.058806, -0.610617, 0.786102, 0.075706
cut, 0.2097, 2.1515, -0.7684, -0.060397, -0.610462, 0.785902, 0.077754
cut, 0.2049, 2.1503, -0.7684, -0.061984, -0.610303, 0.785698, 0.079797
cut, 0.2000, 2.1491, -0.7684, -0.063567, -0.610140, 0.785488, 0.081836
cut, 0.1952, 2.1478, -0.7684, -0.065146, -0.609973, 0.785273, 0.083869
cut, 0.1904, 2.1466, -0.7684, -0.066722, -0.609803, 0.785054, 0.085897
cut, 0.1855, 2.1453, -0.7684, -0.068293, -0.609629, 0.784830, 0.087920
cut, 0.1807, 2.1441, -0.7684, -0.069860, -0.609451, 0.784602, 0.089938
cut, 0.1758, 2.1429, -0.7683, -0.071423, -0.609270, 0.784368, 0.091950
cut, 0.1710, 2.1416, -0.7683, -0.072982, -0.609086, 0.784130, 0.093956
cut, 0.1661, 2.1404, -0.7683, -0.074537, -0.608897, 0.783888, 0.095958
cut, 0.1613, 2.1392, -0.7683, -0.076087, -0.608706, 0.783641, 0.097953
cut, 0.1564, 2.1379, -0.7683, -0.077632, -0.608510, 0.783390, 0.099943
cut, 0.1516, 2.1367, -0.7683, -0.079173, -0.608312, 0.783134, 0.101927
cut, 0.1468, 2.1355, -0.7683, -0.080709, -0.608110, 0.782874, 0.103904
cut, 0.1419, 2.1342, -0.7683, -0.082241, -0.607905, 0.782610, 0.105876
cut, 0.1371, 2.1330, -0.7683, -0.083768, -0.607696, 0.782342, 0.107842
cut, 0.1322, 2.1317, -0.7683, -0.085290, -0.607484, 0.782069, 0.109801
cut, 0.1274, 2.1305, -0.7683, -0.086807, -0.607269, 0.781792, 0.111754
cut, 0.1225, 2.1293, -0.7683, -0.088319, -0.607051, 0.781512, 0.113701
cut, 0.1177, 2.1280, -0.7683, -0.089826, -0.606830, 0.781227, 0.115642
cut, 0.1128, 2.1268, -0.7683, -0.091329, -0.606606, 0.780938, 0.117575
cut, 0.1080, 2.1256, -0.7682, -0.092825, -0.606379, 0.780646, 0.119503
cut, 0.1032, 2.1243, -0.7682, -0.094317, -0.606148, 0.780349, 0.121423
cut, 0.0983, 2.1231, -0.7682, -0.095804, -0.605915, 0.780049, 0.123337
cut, 0.0935, 2.1218, -0.7682, -0.097285, -0.605679, 0.779745, 0.125244
cut, 0.0886, 2.1206, -0.7682, -0.098761, -0.605440, 0.779438, 0.127144
cut, 0.0838, 2.1194, -0.7682, -0.100232, -0.605198, 0.779126, 0.129037
cut, 0.0789, 2.1181, -0.7682, -0.101697, -0.604954, 0.778812, 0.130923
cut, 0.0741, 2.1169, -0.7682, -0.103156, -0.604707, 0.778493, 0.132802
cut, 0.0692, 2.1157, -0.7682, -0.104610, -0.604457, 0.778172, 0.134674
cut, 0.0644, 2.1144, -0.7682, -0.106059, -0.604204, 0.777847, 0.136539
cut, 0.0596, 2.1132, -0.7682, -0.107502, -0.603949, 0.777518, 0.138397
cut, 0.0547, 2.1120, -0.7682, -0.108939, -0.603692, 0.777187, 0.140247
cut, 0.0499, 2.1107, -0.7682, -0.110371, -0.603432, 0.776852, 0.142090
cut, 0.0450, 2.1095, -0.7682, -0.111796, -0.603169, 0.776514, 0.143926
cut, 0.0402, 2.1082, -0.7681, -0.113216, -0.602904, 0.776173, 0.145754
cut, 0.0353, 2.1070, -0.7681, -0.114631, -0.602637, 0.775829, 0.147574
cut, 0.0305, 2.1058, -0.7681, -0.116039, -0.602367, 0.775482, 0.149387
cut, 0.0256, 2.1045, -0.7681, -0.117441, -0.602096, 0.775132, 0.151193
cut, 0.0208, 2.1033, -0.7681, -0.118838, -0.601821, 0.774779, 0.152991
cut, 0.0160, 2.1021, -0.7681, -0.120229, -0.601545, 0.774423, 0.154781
cut, 0.0111, 2.1008, -0.7681, -0.121613, -0.601267, 0.774065, 0.156564
cut, 0.0063, 2.0996, -0.7681, -0.122992, -0.600986, 0.773704, 0.158339
cut, 0.0014, 2.0983, -0.7681, -0.124365, -0.600704, 0.773340, 0.160106
cut, -0.0034, 2.0971, -0.7681, -0.125731, -0.600419, 0.772974, 0.161865
cut, -0.0083, 2.0959, -0.7681, -0.127092, -0.600133, 0.772605, 0.163617
cut, -0.0131, 2.0946, -0.7681, -0.128446, -0.599844, 0.772233, 0.165360
cut, -0.0180, 2.0934, -0.7681, -0.129794, -0.599554, 0.771860, 0.167096
cut, -0.0228, 2.0922, -0.7681, -0.131137, -0.599262, 0.771484, 0.168824
cut, -0.0276, 2.0909, -0.7680, -0.132473, -0.598968, 0.771105, 0.170544
cut, -0.0325, 2.0897, -0.7680, -0.133802, -0.598672, 0.770725, 0.172256
cut, -0.0373, 2.0884, -0.7680, -0.135126, -0.598375, 0.770342, 0.173960
cut, -0.0422, 2.0872, -0.7680, -0.136443, -0.598076, 0.769957, 0.175656
cut, -0.0470, 2.0860, -0.7680, -0.137755, -0.597775, 0.769570, 0.177344
cut, -0.0519, 2.0847, -0.7680, -0.139060, -0.597473, 0.769181, 0.179024
cut, -0.0567, 2.0835, -0.7680, -0.140358, -0.597169, 0.768790, 0.180696
cut, -0.0616, 2.0823, -0.7680, -0.141651, -0.596864, 0.768397, 0.182360
cut, -0.0664, 2.0810, -0.7680, -0.142937, -0.596557, 0.768002, 0.184016
cut, -0.0712, 2.0798, -0.7680, -0.144217, -0.596249, 0.767605, 0.185664
cut, -0.0761, 2.0786, -0.7680, -0.145491, -0.595940, 0.767207, 0.187303
cut, -0.0809, 2.0773, -0.7680, -0.146758, -0.595629, 0.766806, 0.188935
cut, -0.0858, 2.0761, -0.7680, -0.148019, -0.595317, 0.766405, 0.190558
cut, -0.0906, 2.0748, -0.7680, -0.149274, -0.595003, 0.766001, 0.192174
cut, -0.0955, 2.0736, -0.7679, -0.150522, -0.594689, 0.765596, 0.193781
cut, -0.1003, 2.0724, -0.7679, -0.151765, -0.594373, 0.765190, 0.195380
cut, -0.1052, 2.0711, -0.7679, -0.153000, -0.594056, 0.764782, 0.196971
cut, -0.1100, 2.0699, -0.7679, -0.154230, -0.593738, 0.764372, 0.198554
cut, -0.1148, 2.0687, -0.7679, -0.155453, -0.593419, 0.763961, 0.200129
cut, -0.1197, 2.0674, -0.7679, -0.156670, -0.593099, 0.763549, 0.201696
cut, -0.1245, 2.0662, -0.7679, -0.157881, -0.592778, 0.763136, 0.203254
cut, -0.1294, 2.0649, -0.7679, -0.159085, -0.592455, 0.762721, 0.204805
cut, -0.1342, 2.0637, -0.7679, -0.160283, -0.592132, 0.762305, 0.206347
cut, -0.1391, 2.0625, -0.7679, -0.161475, -0.591809, 0.761888, 0.207882
cut, -0.1439, 2.0612, -0.7679, -0.162661, -0.591484, 0.761470, 0.209408
cut, -0.1488, 2.0600, -0.7679, -0.163840, -0.591158, 0.761051, 0.210926
cut, -0.1536, 2.0588, -0.7679, -0.165013, -0.590832, 0.760631, 0.212436
cut, -0.1585, 2.0575, -0.7679, -0.166180, -0.590505, 0.760210, 0.213938
cut, -0.1633, 2.0563, -0.7678, -0.167340, -0.590177, 0.759788, 0.215432
cut, -0.1681, 2.0551, -0.7678, -0.168494, -0.589848, 0.759365, 0.216918
cut, -0.1730, 2.0538, -0.7678, -0.169642, -0.589519, 0.758941, 0.218396
cut, -0.1778, 2.0526, -0.7678, -0.170784, -0.589190, 0.758517, 0.219866
cut, -0.1827, 2.0513, -0.7678, -0.171920, -0.588859, 0.758091, 0.221328
cut, -0.1875, 2.0501, -0.7678, -0.173049, -0.588528, 0.757665, 0.222781
cut, -0.1924, 2.0489, -0.7678, -0.174172, -0.588197, 0.757239, 0.224227
cut, -0.1972, 2.0476, -0.7678, -0.175289, -0.587865, 0.756811, 0.225665
cut, -0.2021, 2.0464, -0.7678, -0.176400, -0.587533, 0.756384, 0.227096
cut, -0.2069, 2.0452, -0.7678, -0.177505, -0.587200, 0.755955, 0.228518
cut, -0.2117, 2.0439, -0.7678, -0.178603, -0.586867, 0.755526, 0.229932
cut, -0.2166, 2.0427, -0.7678, -0.179696, -0.586533, 0.755097, 0.231338
cut, -0.2214, 2.0414, -0.7678, -0.180782, -0.586199, 0.754667, 0.232737
cut, -0.2263, 2.0402, -0.7678, -0.181862, -0.585865, 0.754236, 0.234128
cut, -0.2311, 2.0390, -0.7677, -0.182937, -0.585530, 0.753806, 0.235511
cut, -0.2360, 2.0377, -0.7677, -0.184005, -0.585196, 0.753375, 0.236886
cut, -0.2408, 2.0365, -0.7677, -0.185067, -0.584860, 0.752943, 0.238253
cut, -0.2457, 2.0353, -0.7677, -0.186123, -0.584525, 0.752512, 0.239613
cut, -0.2505, 2.0340, -0.7677, -0.187173, -0.584190, 0.752080, 0.240965
cut, -0.2553, 2.0328, -0.7677, -0.188218, -0.583854, 0.751648, 0.242310
cut, -0.2602, 2.0316, -0.7677, -0.189256, -0.583518, 0.751216, 0.243646
cut, -0.2650, 2.0303, -0.7677, -0.190288, -0.583183, 0.750783, 0.244975
cut, -0.2699, 2.0291, -0.7677, -0.191315, -0.582847, 0.750351, 0.246297
cut, -0.2747, 2.0278, -0.7677, -0.192335, -0.582511, 0.749918, 0.247611
cut, -0.2796, 2.0266, -0.7677, -0.193350, -0.582175, 0.749486, 0.248917
cut, -0.2844, 2.0254, -0.7677, -0.194359, -0.581839, 0.749053, 0.250216
cut, -0.2893, 2.0241, -0.7677, -0.195362, -0.581503, 0.748620, 0.251507
cut, -0.2941, 2.0229, -0.7676, -0.196359, -0.581167, 0.748188, 0.252791
cut, -0.2989, 2.0217, -0.7676, -0.197351, -0.580831, 0.747755, 0.254068
cut, -0.3038, 2.0204, -0.7676, -0.198337, -0.580495, 0.747323, 0.255337
cut, -0.3086, 2.0192, -0.7676, -0.199317, -0.580159, 0.746891, 0.256598
cut, -0.3135, 2.0179, -0.7676, -0.200291, -0.579823, 0.746459, 0.257853
cut, -0.3183, 2.0167, -0.7676, -0.201260, -0.579488, 0.746027, 0.259100
cut, -0.3232, 2.0155, -0.7676, -0.202223, -0.579152, 0.745595, 0.260340
cut, -0.3280, 2.0142, -0.7676, -0.203180, -0.578817, 0.745163, 0.261572
cut, -0.3329, 2.0130, -0.7676, -0.204132, -0.578482, 0.744732, 0.262798
cut, -0.3377, 2.0118, -0.7676, -0.205078, -0.578147, 0.744301, 0.264016
cut, -0.3425, 2.0105, -0.7676, -0.206019, -0.577813, 0.743870, 0.265227
cut, -0.3474, 2.0093, -0.7676, -0.206954, -0.577479, 0.743440, 0.266431
cut, -0.3522, 2.0081, -0.7676, -0.207884, -0.577145, 0.743010, 0.267628
cut, -0.3571, 2.0068, -0.7676, -0.208808, -0.576811, 0.742580, 0.268818
cut, -0.3619, 2.0056, -0.7675, -0.209727, -0.576477, 0.742151, 0.270001
cut, -0.3668, 2.0043, -0.7675, -0.210641, -0.576144, 0.741722, 0.271176
cut, -0.3716, 2.0031, -0.7675, -0.211549, -0.575811, 0.741294, 0.272345
cut, -0.3765, 2.0019, -0.7675, -0.212451, -0.575479, 0.740866, 0.273507
cut, -0.3813, 2.0006, -0.7675, -0.213348, -0.575147, 0.740438, 0.274663
cut, -0.3861, 1.9994, -0.7675, -0.214240, -0.574815, 0.740011, 0.275811
cut, -0.3910, 1.9982, -0.7675, -0.215127, -0.574484, 0.739585, 0.276953
cut, -0.3958, 1.9969, -0.7675, -0.216009, -0.574153, 0.739159, 0.278087
cut, -0.4007, 1.9957, -0.7675, -0.216885, -0.573823, 0.738733, 0.279215
cut, -0.4055, 1.9944, -0.7675, -0.217756, -0.573493, 0.738309, 0.280337
cut, -0.4104, 1.9932, -0.7675, -0.218622, -0.573163, 0.737884, 0.281452
cut, -0.4152, 1.9920, -0.7675, -0.219483, -0.572834, 0.737461, 0.282560
cut, -0.4201, 1.9907, -0.7675, -0.220338, -0.572506, 0.737038, 0.283661
cut, -0.4249, 1.9895, -0.7675, -0.221189, -0.572177, 0.736615, 0.284756
cut, -0.4297, 1.9883, -0.7674, -0.222034, -0.571850, 0.736194, 0.285845
cut, -0.4346, 1.9870, -0.7674, -0.222875, -0.571523, 0.735773, 0.286927
cut, -0.4394, 1.9858, -0.7674, -0.223710, -0.571196, 0.735352, 0.288002
cut, -0.4443, 1.9846, -0.7674, -0.224541, -0.570870, 0.734933, 0.289072
cut, -0.4491, 1.9833, -0.7674, -0.225366, -0.570545, 0.734514, 0.290134
cut, -0.4540, 1.9821, -0.7674, -0.226187, -0.570220, 0.734096, 0.291191
cut, -0.4588, 1.9808, -0.7674, -0.227003, -0.569896, 0.733678, 0.292241
cut, -0.4637, 1.9796, -0.7674, -0.227814, -0.569572, 0.733261, 0.293285
cut, -0.4685, 1.9784, -0.7674, -0.228620, -0.569249, 0.732845, 0.294323
cut, -0.4733, 1.9771, -0.7674, -0.229421, -0.568927, 0.732430, 0.295354
cut, -0.4782, 1.9759, -0.7674, -0.230218, -0.568605, 0.732016, 0.296380
cut, -0.4830, 1.9747, -0.7674, -0.231009, -0.568284, 0.731603, 0.297399
cut, -0.4879, 1.9734, -0.7674, -0.231796, -0.567963, 0.731190, 0.298412
cut, -0.4927, 1.9722, -0.7674, -0.232579, -0.567643, 0.730778, 0.299419
cut, -0.4976, 1.9709, -0.7673, -0.233356, -0.567324, 0.730367, 0.300421
cut, -0.5024, 1.9697, -0.7673, -0.234129, -0.567005, 0.729957, 0.301416
cut, -0.5073, 1.9685, -0.7673, -0.234898, -0.566687, 0.729548, 0.302405
cut, -0.5121, 1.9672, -0.7673, -0.235662, -0.566370, 0.729139, 0.303389
cut, -0.5170, 1.9660, -0.7673, -0.236421, -0.566054, 0.728732, 0.304366
cut, -0.5218, 1.9648, -0.7673, -0.237176, -0.565738, 0.728325, 0.305338
cut, -0.5266, 1.9635, -0.7673, -0.237926, -0.565423, 0.727919, 0.306304
cut, -0.5315, 1.9623, -0.7673, -0.238672, -0.565108, 0.727514, 0.307264
cut, -0.5363, 1.9611, -0.7673, -0.239413, -0.564794, 0.727111, 0.308218
cut, -0.5412, 1.9598, -0.7673, -0.240150, -0.564482, 0.726708, 0.309167
cut, -0.5460, 1.9586, -0.7673, -0.240883, -0.564169, 0.726306, 0.310110
cut, -0.5509, 1.9573, -0.7673, -0.241611, -0.563858, 0.725905, 0.311048
cut, -0.5557, 1.9561, -0.7673, -0.242335, -0.563547, 0.725505, 0.311980
cut, -0.5606, 1.9549, -0.7673, -0.243055, -0.563237, 0.725106, 0.312906
cut, -0.5654, 1.9536, -0.7672, -0.243770, -0.562928, 0.724707, 0.313827
cut, -0.5702, 1.9524, -0.7672, -0.244481, -0.562619, 0.724310, 0.314743
cut, -0.5751, 1.9512, -0.7672, -0.245188, -0.562312, 0.723914, 0.315653
cut, -0.5799, 1.9499, -0.7672, -0.245891, -0.562005, 0.723519, 0.316557
cut, -0.5848, 1.9487, -0.7672, -0.246589, -0.561699, 0.723125, 0.317457
cut, -0.5896, 1.9474, -0.7672, -0.247284, -0.561393, 0.722732, 0.318351
cut, -0.5945, 1.9462, -0.7672, -0.247974, -0.561089, 0.722340, 0.319239
cut, -0.5993, 1.9450, -0.7672, -0.248660, -0.560785, 0.721949, 0.320123
cut, -0.6042, 1.9437, -0.7672, -0.249343, -0.560482, 0.721559, 0.321001
cut, -0.6090, 1.9425, -0.7672, -0.250021, -0.560180, 0.721170, 0.321874
cut, -0.6138, 1.9413, -0.7672, -0.250695, -0.559878, 0.720782, 0.322742
cut, -0.6187, 1.9400, -0.7672, -0.251365, -0.559578, 0.720395, 0.323605
cut, -0.6235, 1.9388, -0.7672, -0.252031, -0.559278, 0.720009, 0.324462
cut, -0.6284, 1.9375, -0.7672, -0.252693, -0.558979, 0.719624, 0.325315
cut, -0.6332, 1.9363, -0.7671, -0.253352, -0.558681, 0.719240, 0.326163
cut, -0.6381, 1.9351, -0.7671, -0.254006, -0.558384, 0.718857, 0.327005
cut, -0.6429, 1.9338, -0.7671, -0.254657, -0.558087, 0.718476, 0.327843
cut, -0.6478, 1.9326, -0.7671, -0.255304, -0.557792, 0.718095, 0.328676
cut, -0.6526, 1.9314, -0.7671, -0.255947, -0.557497, 0.717716, 0.329503
cut, -0.6574, 1.9301, -0.7671, -0.256586, -0.557203, 0.717337, 0.330326
cut, -0.6623, 1.9289, -0.7671, -0.257222, -0.556910, 0.716960, 0.331145
cut, -0.6671, 1.9277, -0.7671, -0.257853, -0.556618, 0.716584, 0.331958
cut, -0.6720, 1.9264, -0.7671, -0.258482, -0.556326, 0.716209, 0.332767
cut, -0.6768, 1.9252, -0.7671, -0.259106, -0.556036, 0.715835, 0.333570
cut, -0.6817, 1.9239, -0.7671, -0.259727, -0.555746, 0.715462, 0.334370
cut, -0.6865, 1.9227, -0.7671, -0.260344, -0.555457, 0.715090, 0.335164
cut, -0.6914, 1.9215, -0.7671, -0.260958, -0.555169, 0.714719, 0.335954
cut, -0.6962, 1.9202, -0.7671, -0.261568, -0.554882, 0.714349, 0.336739
cut, -0.7010, 1.9190, -0.7670, -0.262174, -0.554596, 0.713981, 0.337520
cut, -0.7059, 1.9178, -0.7670, -0.262777, -0.554310, 0.713613, 0.338296
cut, -0.7107, 1.9165, -0.7670, -0.263376, -0.554026, 0.713247, 0.339068
cut, -0.7156, 1.9153, -0.7670, -0.263972, -0.553742, 0.712882, 0.339835
cut, -0.7204, 1.9140, -0.7670, -0.264565, -0.553459, 0.712518, 0.340598
cut, -0.7239, 1.9132, -0.7670, -0.264988, -0.553257, 0.712257, 0.341142
cut, -0.7239, 1.6699, -0.7670, -0.264988, -0.553257, 0.712257, 0.341142
cut, -0.7239, 1.6684, -0.7623, -0.262801, -0.554299, 0.713599, 0.338327
cut, -0.7239, 1.6668, -0.7575, -0.260567, -0.555353, 0.714955, 0.335451
cut, -0.7239, 1.6652, -0.7528, -0.258284, -0.556418, 0.716327, 0.332513
cut, -0.7239, 1.6636, -0.7480, -0.255952, -0.557494, 0.717713, 0.329510
cut, -0.7239, 1.6620, -0.7433, -0.253569, -0.558582, 0.719113, 0.326442
cut, -0.7239, 1.6604, -0.7386, -0.251134, -0.559682, 0.720528, 0.323307
cut, -0.7239, 1.6589, -0.7338, -0.248645, -0.560792, 0.721957, 0.320103
cut, -0.7239, 1.6573, -0.7291, -0.246101, -0.561913, 0.723401, 0.316828
cut, -0.7239, 1.6557, -0.7243, -0.243501, -0.563044, 0.724857, 0.313481
cut, -0.7239, 1.6541, -0.7196, -0.240844, -0.564186, 0.726327, 0.310060
cut, -0.7239, 1.6525, -0.7148, -0.238127, -0.565338, 0.727810, 0.306563
cut, -0.7239, 1.6509, -0.7101, -0.235351, -0.566499, 0.729306, 0.302988
cut, -0.7239, 1.6493, -0.7054, -0.232512, -0.567670, 0.730813, 0.299334
cut, -0.7239, 1.6478, -0.7006, -0.229611, -0.568850, 0.732332, 0.295599
cut, -0.7239, 1.6462, -0.6959, -0.226645, -0.570038, 0.733861, 0.291781
cut, -0.7239, 1.6446, -0.6911, -0.223613, -0.571234, 0.735401, 0.287878
cut, -0.7239, 1.6430, -0.6864, -0.220515, -0.572438, 0.736950, 0.283888
cut, -0.7239, 1.6414, -0.6817, -0.217347, -0.573648, 0.738508, 0.279810
cut, -0.7239, 1.6398, -0.6769, -0.214109, -0.574864, 0.740074, 0.275642
cut, -0.7239, 1.6383, -0.6722, -0.210800, -0.576086, 0.741647, 0.271382
cut, -0.7239, 1.6367, -0.6674, -0.207418, -0.577312, 0.743226, 0.267028
cut, -0.7239, 1.6351, -0.6627, -0.203963, -0.578542, 0.744809, 0.262579
cut, -0.7239, 1.6335, -0.6579, -0.200431, -0.579775, 0.746396, 0.258033
cut, -0.7239, 1.6319, -0.6532, -0.196823, -0.581010, 0.747986, 0.253388
cut, -0.7239, 1.6303, -0.6485, -0.193138, -0.582245, 0.749576, 0.248643
cut, -0.7239, 1.6287, -0.6437, -0.189373, -0.583480, 0.751167, 0.243797
cut, -0.7239, 1.6272, -0.6390, -0.185528, -0.584714, 0.752755, 0.238847
cut, -0.7239, 1.6256, -0.6342, -0.181603, -0.585945, 0.754340, 0.233793
cut, -0.7239, 1.6240, -0.6295, -0.177595, -0.587173, 0.755920, 0.228634
cut, -0.7239, 1.6224, -0.6247, -0.173504, -0.588394, 0.757493, 0.223368
cut, -0.7239, 1.6208, -0.6200, -0.169330, -0.589609, 0.759057, 0.217994
cut, -0.7239, 1.6192, -0.6153, -0.165072, -0.590815, 0.760610, 0.212512
cut, -0.7239, 1.6176, -0.6105, -0.160729, -0.592012, 0.762150, 0.206921
cut, -0.7239, 1.6161, -0.6058, -0.156302, -0.593196, 0.763674, 0.201221
cut, -0.7239, 1.6145, -0.6010, -0.151789, -0.594367, 0.765182, 0.195411
cut, -0.7239, 1.6129, -0.5963, -0.147191, -0.595522, 0.766669, 0.189492
cut, -0.7239, 1.6113, -0.5915, -0.142507, -0.596660, 0.768134, 0.183463
cut, -0.7239, 1.6097, -0.5868, -0.137739, -0.597779, 0.769574, 0.177324
cut, -0.7239, 1.6081, -0.5821, -0.132887, -0.598876, 0.770987, 0.171078
cut, -0.7239, 1.6066, -0.5773, -0.127951, -0.599950, 0.772369, 0.164723
cut, -0.7239, 1.6050, -0.5726, -0.122933, -0.600998, 0.773719, 0.158263
cut, -0.7239, 1.6034, -0.5678, -0.117833, -0.602019, 0.775033, 0.151697
cut, -0.7239, 1.6018, -0.5631, -0.112653, -0.603010, 0.776309, 0.145029
cut, -0.7239, 1.6002, -0.5584, -0.107395, -0.603968, 0.777543, 0.138260
cut, -0.7239, 1.5986, -0.5536, -0.102061, -0.604893, 0.778733, 0.131392
cut, -0.7239, 1.5970, -0.5489, -0.096652, -0.605781, 0.779876, 0.124428
cut, -0.7239, 1.5955, -0.5441, -0.091171, -0.606630, 0.780969, 0.117372
cut, -0.7239, 1.5939, -0.5394, -0.085621, -0.607438, 0.782009, 0.110227
cut, -0.7239, 1.5923, -0.5346, -0.080004, -0.608203, 0.782994, 0.102997
cut, -0.7239, 1.5907, -0.5299, -0.074325, -0.608923, 0.783921, 0.095685
cut, -0.7239, 1.5891, -0.5252, -0.068586, -0.609596, 0.784788, 0.088297
cut, -0.7239, 1.5875, -0.5204, -0.062791, -0.610220, 0.785591, 0.080836
cut, -0.7239, 1.5860, -0.5157, -0.056944, -0.610794, 0.786330, 0.073309
cut, -0.7239, 1.5844, -0.5109, -0.051050, -0.611315, 0.787000, 0.065721
cut, -0.7239, 1.5828, -0.5062, -0.045112, -0.611781, 0.787601, 0.058077
cut, -0.7239, 1.5812, -0.5014, -0.039135, -0.612193, 0.788131, 0.050383
cut, -0.7239, 1.5796, -0.4967, -0.033125, -0.612547, 0.788587, 0.042645
cut, -0.7239, 1.5780, -0.4920, -0.027086, -0.612844, 0.788969, 0.034870
cut, -0.7239, 1.5764, -0.4872, -0.021023, -0.613082, 0.789276, 0.027065
cut, -0.7239, 1.5749, -0.4825, -0.014941, -0.613260, 0.789505, 0.019235
cut, -0.7239, 1.5733, -0.4777, -0.008846, -0.613379, 0.789657, 0.011389
cut, -0.7239, 1.5717, -0.4730, -0.002744, -0.613436, 0.789732, 0.003532
cut, -0.7239, 1.5710, -0.4709, 0.000000, -0.613442, 0.789739, 0.000000
