cut, -0.6950, 2.5600, -0.1851, -0.007139, 0.099306, 0.992470, -0.071353
cut, -0.6976, 2.5600, -0.1894, -0.007113, 0.099433, 0.992470, -0.071177
cut, -0.7002, 2.5600, -0.1937, -0.007086, 0.099560, 0.992470, -0.071001
cut, -0.7028, 2.5600, -0.1979, -0.007059, 0.099687, 0.992470, -0.070825
cut, -0.7055, 2.5600, -0.2022, -0.007033, 0.099814, 0.992470, -0.070649
cut, -0.7081, 2.5600, -0.2064, -0.007006, 0.099941, 0.992470, -0.070473
cut, -0.7107, 2.5600, -0.2107, -0.006979, 0.100068, 0.992470, -0.070297
cut, -0.7133, 2.5600, -0.2149, -0.006952, 0.100195, 0.992470, -0.070121
cut, -0.7160, 2.5600, -0.2192, -0.006926, 0.100322, 0.992469, -0.069945
cut, -0.7186, 2.5600, -0.2234, -0.006899, 0.100449, 0.992469, -0.069769
cut, -0.7212, 2.5600, -0.2277, -0.006872, 0.100576, 0.992469, -0.069593
cut, -0.7239, 2.5600, -0.2319, -0.006846, 0.100703, 0.992468, -0.069417
cut, -0.7265, 2.5600, -0.2362, -0.006819, 0.100830, 0.992468, -0.069241
cut, -0.7291, 2.5600, -0.2405, -0.006792, 0.100957, 0.992467, -0.069065
cut, -0.7317, 2.5600, -0.2447, -0.006765, 0.101084, 0.992467, -0.068889
cut, -0.7344, 2.5600, -0.2490, -0.006739, 0.101211, 0.992466, -0.068713
cut, -0.7365, 2.5600, -0.2524, -0.006717, 0.101314, 0.992466, -0.068570
cut, -0.7387, 2.5600, -0.2569, -0.006617, 0.101775, 0.992466, -0.067896
cut, -0.7410, 2.5600, -0.2613, -0.006516, 0.102236, 0.992465, -0.067221
cut, -0.7432, 2.5600, -0.2658, -0.006416, 0.102696, 0.992464, -0.066547
cut, -0.7455, 2.5600, -0.2703, -0.006315, 0.103157, 0.992461, -0.065872
cut, -0.7477, 2.5600, -0.2747, -0.006215, 0.103618, 0.992459, -0.065198
cut, -0.7500, 2.5600, -0.2792, -0.006115, 0.104079, 0.992455, -0.064524
cut, -0.7522, 2.5600, -0.2837, -0.006014, 0.104540, 0.992451, -0.063849
cut, -0.7545, 2.5600, -0.2881, -0.005914, 0.105000, 0.992446, -0.063175
cut, -0.7545, 2.5600, -0.2882, -0.005914, 0.105002, 0.992446, -0.063172
cut, -0.7566, 2.5600, -0.2927, -0.005813, 0.105397, 0.992450, -0.062460
cut, -0.7587, 2.5600, -0.2972, -0.005713, 0.105793, 0.992453, -0.061747
cut, -0.7609, 2.5600, -0.3017, -0.005613, 0.106188, 0.992455, -0.061035
cut, -0.7630, 2.5600, -0.3063, -0.005513, 0.106583, 0.992457, -0.060323
cut, -0.7651, 2.5600, -0.3108, -0.005412, 0.106979, 0.992458, -0.059610
cut, -0.7672, 2.5600, -0.3153, -0.005312, 0.107374, 0.992458, -0.058898
cut, -0.7694, 2.5600, -0.3198, -0.005212, 0.107769, 0.992458, -0.058186
cut, -0.7715, 2.5600, -0.3244, -0.005112, 0.108164, 0.992457, -0.057473
cut, -0.7715, 2.5600, -0.3245, -0.005110, 0.108171, 0.992457, -0.057461
cut, -0.7735, 2.5600, -0.3290, -0.005013, 0.108489, 0.992465, -0.056734
cut, -0.7755, 2.5600, -0.3336, -0.004915, 0.108808, 0.992472, -0.056007
cut, -0.7775, 2.5600, -0.3382, -0.004818, 0.109127, 0.992478, -0.055281
cut, -0.7795, 2.5600, -0.3428, -0.004720, 0.109445, 0.992483, -0.054554
cut, -0.7815, 2.5600, -0.3474, -0.004623, 0.109764, 0.992488, -0.053827
cut, -0.7835, 2.5600, -0.3519, -0.004526, 0.110082, 0.992493, -0.053100
cut, -0.7855, 2.5600, -0.3565, -0.004428, 0.110401, 0.992496, -0.052373
cut, -0.7875, 2.5600, -0.3611, -0.004331, 0.110719, 0.992499, -0.051646
cut, -0.7877, 2.5600, -0.3614, -0.004324, 0.110740, 0.992500, -0.051598
cut, -0.7893, 2.5600, -0.3661, -0.004223, 0.111092, 0.992499, -0.050855
cut, -0.7908, 2.5600, -0.3709, -0.004122, 0.111443, 0.992498, -0.050112
cut, -0.7924, 2.5600, -0.3756, -0.004021, 0.111795, 0.992496, -0.049368
cut, -0.7940, 2.5600, -0.3804, -0.003920, 0.112147, 0.992494, -0.048625
cut, -0.7956, 2.5600, -0.3851, -0.003819, 0.112498, 0.992490, -0.047882
cut, -0.7972, 2.5600, -0.3899, -0.003719, 0.112850, 0.992486, -0.047138
cut, -0.7988, 2.5600, -0.3946, -0.003618, 0.113202, 0.992482, -0.046395
cut, -0.8004, 2.5600, -0.3993, -0.003517, 0.113554, 0.992476, -0.045652
cut, -0.8004, 2.5600, -0.3995, -0.003513, 0.113566, 0.992476, -0.045625
cut, -0.8019, 2.5600, -0.4043, -0.003412, 0.113847, 0.992480, -0.044852
cut, -0.8033, 2.5600, -0.4091, -0.003311, 0.114127, 0.992482, -0.044080
cut, -0.8048, 2.5600, -0.4139, -0.003210, 0.114408, 0.992484, -0.043307
cut, -0.8063, 2.5600, -0.4186, -0.003109, 0.114688, 0.992486, -0.042534
cut, -0.8077, 2.5600, -0.4234, -0.003008, 0.114968, 0.992486, -0.041762
cut, -0.8092, 2.5600, -0.4282, -0.002906, 0.115249, 0.992486, -0.040989
cut, -0.8106, 2.5600, -0.4330, -0.002805, 0.115529, 0.992486, -0.040216
cut, -0.8121, 2.5600, -0.4378, -0.002704, 0.115809, 0.992484, -0.039443
cut, -0.8122, 2.5600, -0.4380, -0.002699, 0.115824, 0.992484, -0.039404
cut, -0.8135, 2.5600, -0.4428, -0.002601, 0.116024, 0.992492, -0.038626
cut, -0.8148, 2.5600, -0.4477, -0.002502, 0.116226, 0.992498, -0.037849
cut, -0.8161, 2.5600, -0.4525, -0.002404, 0.116427, 0.992504, -0.037072
cut, -0.8175, 2.5600, -0.4573, -0.002305, 0.116628, 0.992510, -0.036295
cut, -0.8188, 2.5600, -0.4621, -0.002206, 0.116830, 0.992514, -0.035518
cut, -0.8201, 2.5600, -0.4669, -0.002108, 0.117031, 0.992518, -0.034740
cut, -0.8214, 2.5600, -0.4718, -0.002009, 0.117232, 0.992522, -0.033963
cut, -0.8227, 2.5600, -0.4766, -0.001911, 0.117432, 0.992524, -0.033185
cut, -0.8229, 2.5600, -0.4771, -0.001901, 0.117453, 0.992525, -0.033107
cut, -0.8238, 2.5600, -0.4820, -0.001814, 0.117661, 0.992522, -0.032432
cut, -0.8246, 2.5600, -0.4869, -0.001728, 0.117869, 0.992520, -0.031758
cut, -0.8255, 2.5600, -0.4918, -0.001641, 0.118077, 0.992516, -0.031084
cut, -0.8264, 2.5600, -0.4968, -0.001555, 0.118286, 0.992513, -0.030410
cut, -0.8273, 2.5600, -0.5017, -0.001468, 0.118494, 0.992508, -0.029736
cut, -0.8282, 2.5600, -0.5066, -0.001381, 0.118702, 0.992504, -0.029062
cut, -0.8291, 2.5600, -0.5115, -0.001295, 0.118911, 0.992498, -0.028388
cut, -0.8300, 2.5600, -0.5164, -0.001208, 0.119119, 0.992492, -0.027714
cut, -0.8304, 2.5600, -0.5189, -0.001165, 0.119223, 0.992489, -0.027376
cut, -0.8312, 2.5600, -0.5239, -0.000680, 0.119847, 0.992515, -0.023462
cut, -0.8320, 2.5600, -0.5288, -0.000195, 0.120465, 0.992525, -0.019547
cut, -0.8327, 2.5600, -0.5337, 0.000290, 0.121070, 0.992521, -0.015630
cut, -0.8335, 2.5600, -0.5387, 0.000775, 0.121675, 0.992501, -0.011713
cut, -0.8343, 2.5600, -0.5436, 0.001259, 0.122277, 0.992465, -0.007797
cut, -0.8348, 2.5600, -0.5474, 0.001631, 0.122736, 0.992426, -0.004801
cut, -0.8354, 2.5600, -0.5524, 0.001605, 0.122613, 0.992441, -0.005004
cut, -0.8360, 2.5600, -0.5573, 0.001579, 0.122489, 0.992455, -0.005208
cut, -0.8366, 2.5600, -0.5623, 0.001553, 0.122369, 0.992469, -0.005412
cut, -0.8372, 2.5600, -0.5673, 0.001528, 0.122250, 0.992482, -0.005616
cut, -0.8378, 2.5600, -0.5722, 0.001502, 0.122131, 0.992496, -0.005821
cut, -0.8383, 2.5600, -0.5772, 0.001476, 0.122012, 0.992509, -0.006025
cut, -0.8389, 2.5600, -0.5822, 0.001450, 0.121893, 0.992523, -0.006229
cut, -0.8395, 2.5600, -0.5871, 0.001424, 0.121775, 0.992536, -0.006434
cut, -0.8401, 2.5600, -0.5921, 0.001398, 0.121656, 0.992549, -0.006638
cut, -0.8407, 2.5600, -0.5971, 0.001372, 0.121538, 0.992562, -0.006843
cut, -0.8408, 2.5600, -0.5986, 0.001364, 0.121500, 0.992566, -0.006908
cut, -0.8410, 2.5600, -0.6036, 0.001464, 0.121584, 0.992561, -0.006097
cut, -0.8412, 2.5600, -0.6086, 0.001564, 0.121667, 0.992556, -0.005286
cut, -0.8414, 2.5600, -0.6136, 0.001663, 0.121750, 0.992549, -0.004475
cut, -0.8416, 2.5600, -0.6186, 0.001763, 0.121834, 0.992542, -0.003664
cut, -0.8418, 2.5600, -0.6236, 0.001863, 0.121917, 0.992534, -0.002853
cut, -0.8420, 2.5600, -0.6286, 0.001963, 0.122000, 0.992526, -0.002042
cut, -0.8422, 2.5600, -0.6336, 0.002063, 0.122083, 0.992517, -0.001232
cut, -0.8424, 2.5600, -0.6386, 0.002162, 0.122167, 0.992507, -0.000421
cut, -0.8425, 2.5600, -0.6394, 0.002177, 0.122180, 0.992505, -0.000301
cut, -0.8425, 2.5600, -0.6444, 0.002112, 0.122166, 0.992507, -0.000832
cut, -0.8426, 2.5600, -0.6494, 0.002046, 0.122152, 0.992508, -0.001364
cut, -0.8426, 2.5600, -0.6544, 0.001981, 0.122137, 0.992509, -0.001896
cut, -0.8427, 2.5600, -0.6594, 0.001915, 0.122123, 0.992510, -0.002428
cut, -0.8428, 2.5600, -0.6644, 0.001850, 0.122108, 0.992511, -0.002960
cut, -0.8428, 2.5600, -0.6694, 0.001784, 0.122102, 0.992510, -0.003492
cut, -0.8428, 2.5600, -0.6744, 0.001719, 0.122111, 0.992507, -0.004024
cut, -0.8429, 2.5600, -0.6794, 0.001653, 0.122120, 0.992503, -0.004556
cut, -0.8429, 2.5600, -0.6844, 0.001588, 0.122129, 0.992500, -0.005088
cut, -0.8429, 2.5600, -0.6894, 0.001522, 0.122139, 0.992496, -0.005620
cut, -0.8429, 2.5600, -0.6944, 0.001457, 0.122148, 0.992492, -0.006152
cut, -0.8429, 2.5600, -0.6961, 0.001435, 0.122151, 0.992490, -0.006333
cut, -0.8425, 2.5600, -0.7010, 0.001483, 0.122229, 0.992483, -0.005947
cut, -0.8420, 2.5600, -0.7060, 0.001531, 0.122307, 0.992476, -0.005562
cut, -0.8416, 2.5600, -0.7110, 0.001578, 0.122386, 0.992468, -0.005177
cut, -0.8411, 2.5600, -0.7160, 0.001626, 0.122464, 0.992460, -0.004791
cut, -0.8407, 2.5600, -0.7209, 0.001674, 0.122543, 0.992452, -0.004406
cut, -0.8402, 2.5600, -0.7259, 0.001722, 0.122622, 0.992444, -0.004021
cut, -0.8398, 2.5600, -0.7309, 0.001770, 0.122701, 0.992435, -0.003635
cut, -0.8393, 2.5600, -0.7359, 0.001818, 0.122780, 0.992427, -0.003250
cut, -0.8389, 2.5600, -0.7409, 0.001866, 0.122859, 0.992418, -0.002865
cut, -0.8385, 2.5600, -0.7451, 0.001906, 0.122926, 0.992411, -0.002539
cut, -0.8380, 2.5600, -0.7500, 0.002395, 0.122545, 0.992459, 0.001399
cut, -0.8375, 2.5600, -0.7550, 0.002883, 0.122162, 0.992492, 0.005339
cut, -0.8370, 2.5600, -0.7600, 0.003372, 0.121777, 0.992508, 0.009280
cut, -0.8365, 2.5600, -0.7650, 0.003861, 0.121390, 0.992509, 0.013222
cut, -0.8360, 2.5600, -0.7699, 0.004349, 0.121002, 0.992494, 0.017162
cut, -0.8358, 2.5600, -0.7721, 0.004559, 0.120835, 0.992483, 0.018853
cut, -0.8350, 2.5600, -0.7770, 0.004582, 0.120738, 0.992491, 0.019033
cut, -0.8343, 2.5600, -0.7820, 0.004606, 0.120642, 0.992499, 0.019214
cut, -0.8335, 2.5600, -0.7869, 0.004630, 0.120546, 0.992508, 0.019394
cut, -0.8328, 2.5600, -0.7919, 0.004654, 0.120450, 0.992516, 0.019575
cut, -0.8321, 2.5600, -0.7968, 0.004678, 0.120354, 0.992523, 0.019755
cut, -0.8313, 2.5600, -0.8018, 0.004702, 0.120258, 0.992531, 0.019936
cut, -0.8306, 2.5600, -0.8067, 0.004726, 0.120162, 0.992539, 0.020117
cut, -0.8299, 2.5600, -0.8116, 0.004749, 0.120066, 0.992547, 0.020297
cut, -0.8291, 2.5600, -0.8166, 0.004773, 0.119971, 0.992555, 0.020478
cut, -0.8288, 2.5600, -0.8188, 0.004784, 0.119929, 0.992558, 0.020559
cut, -0.8277, 2.5600, -0.8237, 0.004887, 0.119818, 0.992553, 0.021389
cut, -0.8266, 2.5600, -0.8285, 0.004989, 0.119708, 0.992548, 0.022220
cut, -0.8255, 2.5600, -0.8334, 0.005092, 0.119598, 0.992542, 0.023051
cut, -0.8244, 2.5600, -0.8383, 0.005195, 0.119488, 0.992535, 0.023882
cut, -0.8233, 2.5600, -0.8432, 0.005298, 0.119378, 0.992527, 0.024713
cut, -0.8222, 2.5600, -0.8481, 0.005400, 0.119267, 0.992519, 0.025544
cut, -0.8211, 2.5600, -0.8529, 0.005503, 0.119157, 0.992510, 0.026374
cut, -0.8200, 2.5600, -0.8578, 0.005606, 0.119047, 0.992500, 0.027205
cut, -0.8197, 2.5600, -0.8589, 0.005630, 0.119023, 0.992497, 0.027399
cut, -0.8185, 2.5600, -0.8638, 0.005736, 0.118824, 0.992497, 0.028241
cut, -0.8172, 2.5600, -0.8686, 0.005843, 0.118624, 0.992496, 0.029083
cut, -0.8160, 2.5600, -0.8735, 0.005950, 0.118425, 0.992494, 0.029925
cut, -0.8147, 2.5600, -0.8783, 0.006056, 0.118226, 0.992491, 0.030768
cut, -0.8135, 2.5600, -0.8832, 0.006163, 0.118026, 0.992488, 0.031610
cut, -0.8123, 2.5600, -0.8880, 0.006270, 0.117827, 0.992484, 0.032452
cut, -0.8110, 2.5600, -0.8928, 0.006376, 0.117627, 0.992479, 0.033294
cut, -0.8098, 2.5600, -0.8977, 0.006483, 0.117428, 0.992473, 0.034136
cut, -0.8095, 2.5600, -0.8987, 0.006506, 0.117385, 0.992472, 0.034320
cut, -0.8080, 2.5600, -0.9035, 0.006614, 0.117049, 0.992483, 0.035130
cut, -0.8066, 2.5600, -0.9083, 0.006722, 0.116713, 0.992492, 0.035940
cut, -0.8051, 2.5600, -0.9131, 0.006829, 0.116377, 0.992502, 0.036750
cut, -0.8036, 2.5600, -0.9179, 0.006937, 0.116041, 0.992510, 0.037560
cut, -0.8022, 2.5600, -0.9227, 0.007045, 0.115705, 0.992517, 0.038370
cut, -0.8007, 2.5600, -0.9274, 0.007153, 0.115369, 0.992524, 0.039180
cut, -0.7993, 2.5600, -0.9322, 0.007260, 0.115033, 0.992530, 0.039991
cut, -0.7978, 2.5600, -0.9370, 0.007368, 0.114698, 0.992535, 0.040801
cut, -0.7975, 2.5600, -0.9381, 0.007393, 0.114620, 0.992536, 0.040989
cut, -0.7956, 2.5600, -0.9428, 0.007331, 0.114847, 0.992529, 0.040535
cut, -0.7938, 2.5600, -0.9474, 0.007270, 0.115075, 0.992521, 0.040081
cut, -0.7920, 2.5600, -0.9521, 0.007208, 0.115302, 0.992514, 0.039627
cut, -0.7902, 2.5600, -0.9567, 0.007146, 0.115529, 0.992506, 0.039173
cut, -0.7884, 2.5600, -0.9614, 0.007084, 0.115756, 0.992497, 0.038719
cut, -0.7865, 2.5600, -0.9660, 0.007023, 0.115988, 0.992488, 0.038268
cut, -0.7847, 2.5600, -0.9707, 0.006961, 0.116239, 0.992476, 0.037823
cut, -0.7828, 2.5600, -0.9753, 0.006899, 0.116489, 0.992464, 0.037379
cut, -0.7810, 2.5600, -0.9800, 0.006838, 0.116739, 0.992452, 0.036935
cut, -0.7791, 2.5600, -0.9846, 0.006776, 0.116990, 0.992439, 0.036490
cut, -0.7773, 2.5600, -0.9893, 0.006715, 0.117240, 0.992427, 0.036046
cut, -0.7763, 2.5600, -0.9917, 0.006683, 0.117370, 0.992420, 0.035815
cut, -0.7743, 2.5600, -0.9963, 0.006790, 0.117045, 0.992428, 0.036623
cut, -0.7724, 2.5600, -1.0009, 0.006898, 0.116720, 0.992435, 0.037432
cut, -0.7704, 2.5600, -1.0055, 0.007006, 0.116394, 0.992442, 0.038240
cut, -0.7684, 2.5600, -1.0101, 0.007113, 0.116069, 0.992448, 0.039049
cut, -0.7665, 2.5600, -1.0147, 0.007221, 0.115743, 0.992453, 0.039857
cut, -0.7645, 2.5600, -1.0193, 0.007329, 0.115418, 0.992457, 0.040666
cut, -0.7625, 2.5600, -1.0239, 0.007436, 0.115092, 0.992461, 0.041475
cut, -0.7606, 2.5600, -1.0285, 0.007544, 0.114766, 0.992464, 0.042283
cut, -0.7600, 2.5600, -1.0299, 0.007578, 0.114664, 0.992464, 0.042536
cut, -0.7576, 2.5600, -1.0343, 0.007629, 0.114572, 0.992457, 0.042944
cut, -0.7552, 2.5600, -1.0387, 0.007680, 0.114481, 0.992449, 0.043353
cut, -0.7528, 2.5600, -1.0431, 0.007731, 0.114389, 0.992442, 0.043762
cut, -0.7504, 2.5600, -1.0474, 0.007782, 0.114297, 0.992434, 0.044171
cut, -0.7480, 2.5600, -1.0518, 0.007833, 0.114205, 0.992425, 0.044580
cut, -0.7456, 2.5600, -1.0562, 0.007885, 0.114114, 0.992417, 0.044989
