bbox, -754.0833, 1456.7267, -1744.6004, 1510.2125, 587.9106, 1006.8083
cut, -0.2332, 2.0798, -0.6534, -0.078726, -0.608370, 0.783209, 0.101350
cut, -0.2381, 2.0785, -0.6533, -0.080558, -0.608130, 0.782900, 0.103709
cut, -0.2429, 2.0773, -0.6533, -0.082383, -0.607885, 0.782585, 0.106059
cut, -0.2478, 2.0761, -0.6533, -0.084202, -0.607636, 0.782264, 0.108401
cut, -0.2526, 2.0748, -0.6533, -0.086014, -0.607382, 0.781938, 0.110733
cut, -0.2574, 2.0736, -0.6533, -0.087819, -0.607124, 0.781605, 0.113057
cut, -0.2623, 2.0724, -0.6533, -0.089617, -0.606861, 0.781267, 0.115371
cut, -0.2671, 2.0711, -0.6533, -0.091407, -0.606594, 0.780923, 0.117677
cut, -0.2720, 2.0699, -0.6533, -0.093191, -0.606323, 0.780574, 0.119973
cut, -0.2768, 2.0686, -0.6533, -0.094966, -0.606047, 0.780219, 0.122259
cut, -0.2817, 2.0674, -0.6533, -0.096735, -0.605767, 0.779859, 0.124536
cut, -0.2865, 2.0662, -0.6533, -0.098496, -0.605483, 0.779493, 0.126803
cut, -0.2914, 2.0649, -0.6533, -0.100249, -0.605196, 0.779123, 0.129060
cut, -0.2962, 2.0637, -0.6533, -0.101995, -0.604904, 0.778747, 0.131307
cut, -0.3010, 2.0625, -0.6533, -0.103732, -0.604608, 0.778367, 0.133544
cut, -0.3059, 2.0612, -0.6532, -0.105462, -0.604309, 0.777981, 0.135771
cut, -0.3107, 2.0600, -0.6532, -0.107184, -0.604006, 0.777591, 0.137988
cut, -0.3156, 2.0588, -0.6532, -0.108898, -0.603699, 0.777196, 0.140194
cut, -0.3204, 2.0575, -0.6532, -0.110604, -0.603389, 0.776797, 0.142390
cut, -0.3253, 2.0563, -0.6532, -0.112301, -0.603075, 0.776393, 0.144576
cut, -0.3301, 2.0550, -0.6532, -0.113991, -0.602758, 0.775985, 0.146750
cut, -0.3350, 2.0538, -0.6532, -0.115672, -0.602438, 0.775573, 0.148915
cut, -0.3398, 2.0526, -0.6532, -0.117345, -0.602114, 0.775156, 0.151068
cut, -0.3446, 2.0513, -0.6532, -0.119009, -0.601788, 0.774735, 0.153211
cut, -0.3495, 2.0501, -0.6532, -0.120665, -0.601458, 0.774311, 0.155343
cut, -0.3543, 2.0489, -0.6532, -0.122312, -0.601125, 0.773882, 0.157464
cut, -0.3592, 2.0476, -0.6532, -0.123951, -0.600789, 0.773450, 0.159573
cut, -0.3640, 2.0464, -0.6532, -0.125581, -0.600451, 0.773014, 0.161672
cut, -0.3689, 2.0451, -0.6532, -0.127203, -0.600109, 0.772574, 0.163760
cut, -0.3737, 2.0439, -0.6531, -0.128816, -0.599765, 0.772131, 0.165837
cut, -0.3786, 2.0427, -0.6531, -0.130420, -0.599418, 0.771685, 0.167902
cut, -0.3834, 2.0414, -0.6531, -0.132016, -0.599069, 0.771235, 0.169956
cut, -0.3882, 2.0402, -0.6531, -0.133603, -0.598717, 0.770782, 0.171999
cut, -0.3931, 2.0390, -0.6531, -0.135181, -0.598363, 0.770326, 0.174030
cut, -0.3979, 2.0377, -0.6531, -0.136750, -0.598006, 0.769867, 0.176051
cut, -0.4028, 2.0365, -0.6531, -0.138310, -0.597647, 0.769404, 0.178059
cut, -0.4076, 2.0353, -0.6531, -0.139862, -0.597286, 0.768940, 0.180057
cut, -0.4125, 2.0340, -0.6531, -0.141405, -0.596922, 0.768472, 0.182043
cut, -0.4173, 2.0328, -0.6531, -0.142938, -0.596557, 0.768001, 0.184017
cut, -0.4222, 2.0315, -0.6531, -0.144463, -0.596190, 0.767528, 0.185980
cut, -0.4270, 2.0303, -0.6531, -0.145979, -0.595820, 0.767053, 0.187932
cut, -0.4318, 2.0291, -0.6531, -0.147486, -0.595449, 0.766575, 0.189872
cut, -0.4367, 2.0278, -0.6531, -0.148984, -0.595076, 0.766095, 0.191800
cut, -0.4415, 2.0266, -0.6530, -0.150473, -0.594701, 0.765612, 0.193717
cut, -0.4464, 2.0254, -0.6530, -0.151953, -0.594325, 0.765128, 0.195623
cut, -0.4512, 2.0241, -0.6530, -0.153424, -0.593947, 0.764641, 0.197517
cut, -0.4561, 2.0229, -0.6530, -0.154887, -0.593567, 0.764152, 0.199399
cut, -0.4609, 2.0216, -0.6530, -0.156340, -0.593186, 0.763661, 0.201270
cut, -0.4658, 2.0204, -0.6530, -0.157784, -0.592803, 0.763169, 0.203130
cut, -0.4706, 2.0192, -0.6530, -0.159219, -0.592419, 0.762675, 0.204977
cut, -0.4754, 2.0179, -0.6530, -0.160646, -0.592034, 0.762179, 0.206814
cut, -0.4803, 2.0167, -0.6530, -0.162063, -0.591648, 0.761681, 0.208639
cut, -0.4851, 2.0155, -0.6530, -0.163472, -0.591260, 0.761182, 0.210452
cut, -0.4900, 2.0142, -0.6530, -0.164872, -0.590871, 0.760682, 0.212254
cut, -0.4948, 2.0130, -0.6530, -0.166262, -0.590482, 0.760180, 0.214044
cut, -0.4997, 2.0118, -0.6530, -0.167644, -0.590091, 0.759677, 0.215823
cut, -0.5045, 2.0105, -0.6530, -0.169017, -0.589699, 0.759172, 0.217591
cut, -0.5094, 2.0093, -0.6529, -0.170381, -0.589306, 0.758667, 0.219347
cut, -0.5142, 2.0080, -0.6529, -0.171737, -0.588913, 0.758160, 0.221092
cut, -0.5191, 2.0068, -0.6529, -0.173083, -0.588518, 0.757652, 0.222826
cut, -0.5239, 2.0056, -0.6529, -0.174421, -0.588123, 0.757144, 0.224548
cut, -0.5287, 2.0043, -0.6529, -0.175750, -0.587727, 0.756634, 0.226259
cut, -0.5336, 2.0031, -0.6529, -0.177070, -0.587331, 0.756124, 0.227959
cut, -0.5384, 2.0019, -0.6529, -0.178382, -0.586934, 0.755613, 0.229647
cut, -0.5433, 2.0006, -0.6529, -0.179685, -0.586536, 0.755101, 0.231324
cut, -0.5481, 1.9994, -0.6529, -0.180979, -0.586138, 0.754589, 0.232991
cut, -0.5530, 1.9981, -0.6529, -0.182265, -0.585740, 0.754076, 0.234646
cut, -0.5578, 1.9969, -0.6529, -0.183542, -0.585341, 0.753562, 0.236290
cut, -0.5627, 1.9957, -0.6529, -0.184810, -0.584942, 0.753048, 0.237923
cut, -0.5675, 1.9944, -0.6529, -0.186070, -0.584542, 0.752534, 0.239545
cut, -0.5723, 1.9932, -0.6529, -0.187321, -0.584142, 0.752019, 0.241156
cut, -0.5772, 1.9920, -0.6528, -0.188564, -0.583742, 0.751504, 0.242756
cut, -0.5820, 1.9907, -0.6528, -0.189799, -0.583342, 0.750989, 0.244345
cut, -0.5869, 1.9895, -0.6528, -0.191025, -0.582942, 0.750473, 0.245923
cut, -0.5917, 1.9883, -0.6528, -0.192243, -0.582541, 0.749958, 0.247491
cut, -0.5966, 1.9870, -0.6528, -0.193452, -0.582141, 0.749442, 0.249048
cut, -0.6014, 1.9858, -0.6528, -0.194653, -0.581740, 0.748926, 0.250594
cut, -0.6063, 1.9845, -0.6528, -0.195846, -0.581340, 0.748411, 0.252130
cut, -0.6111, 1.9833, -0.6528, -0.197031, -0.580939, 0.747895, 0.253655
cut, -0.6159, 1.9821, -0.6528, -0.198207, -0.580539, 0.747380, 0.255170
cut, -0.6208, 1.9808, -0.6528, -0.199376, -0.580139, 0.746865, 0.256674
cut, -0.6256, 1.9796, -0.6528, -0.200536, -0.579739, 0.746350, 0.258168
cut, -0.6305, 1.9784, -0.6528, -0.201688, -0.579339, 0.745835, 0.259651
cut, -0.6353, 1.9771, -0.6528, -0.202832, -0.578939, 0.745320, 0.261124
cut, -0.6402, 1.9759, -0.6528, -0.203969, -0.578540, 0.744806, 0.262587
cut, -0.6450, 1.9746, -0.6527, -0.205097, -0.578141, 0.744293, 0.264040
cut, -0.6499, 1.9734, -0.6527, -0.206217, -0.577742, 0.743779, 0.265482
cut, -0.6547, 1.9722, -0.6527, -0.207330, -0.577344, 0.743266, 0.266914
cut, -0.6595, 1.9709, -0.6527, -0.208435, -0.576946, 0.742754, 0.268337
cut, -0.6644, 1.9697, -0.6527, -0.209532, -0.576548, 0.742242, 0.269749
cut, -0.6692, 1.9685, -0.6527, -0.210621, -0.576151, 0.741731, 0.271152
cut, -0.6741, 1.9672, -0.6527, -0.211703, -0.575755, 0.741221, 0.272544
cut, -0.6789, 1.9660, -0.6527, -0.212777, -0.575359, 0.740711, 0.273927
cut, -0.6838, 1.9648, -0.6527, -0.213844, -0.574963, 0.740201, 0.275300
cut, -0.6886, 1.9635, -0.6527, -0.214903, -0.574568, 0.739693, 0.276664
cut, -0.6935, 1.9623, -0.6527, -0.215955, -0.574174, 0.739185, 0.278018
cut, -0.6983, 1.9610, -0.6527, -0.216999, -0.573780, 0.738678, 0.279362
cut, -0.7031, 1.9598, -0.6527, -0.218036, -0.573387, 0.738172, 0.280697
cut, -0.7080, 1.9586, -0.6526, -0.219065, -0.572994, 0.737667, 0.282022
cut, -0.7128, 1.9573, -0.6526, -0.220087, -0.572602, 0.737162, 0.283338
cut, -0.7177, 1.9561, -0.6526, -0.221102, -0.572211, 0.736659, 0.284645
cut, -0.7225, 1.9549, -0.6526, -0.222110, -0.571821, 0.736156, 0.285942
cut, -0.7274, 1.9536, -0.6526, -0.223111, -0.571431, 0.735654, 0.287230
cut, -0.7322, 1.9524, -0.6526, -0.224104, -0.571042, 0.735154, 0.288509
cut, -0.7371, 1.9511, -0.6526, -0.225091, -0.570654, 0.734654, 0.289779
cut, -0.7419, 1.9499, -0.6526, -0.226070, -0.570266, 0.734155, 0.291040
cut, -0.7467, 1.9487, -0.6526, -0.227043, -0.569880, 0.733658, 0.292293
cut, -0.7516, 1.9474, -0.6526, -0.228008, -0.569494, 0.733161, 0.293536
cut, -0.7564, 1.9462, -0.6526, -0.228967, -0.569109, 0.732666, 0.294770
cut, -0.7613, 1.9450, -0.6526, -0.229919, -0.568726, 0.732171, 0.295996
cut, -0.7661, 1.9437, -0.6526, -0.230865, -0.568342, 0.731678, 0.297213
cut, -0.7710, 1.9425, -0.6526, -0.231803, -0.567960, 0.731186, 0.298421
cut, -0.7758, 1.9413, -0.6525, -0.232735, -0.567579, 0.730696, 0.299621
cut, -0.7807, 1.9400, -0.6525, -0.233660, -0.567199, 0.730206, 0.300812
cut, -0.7855, 1.9388, -0.6525, -0.234579, -0.566819, 0.729718, 0.301994
cut, -0.7903, 1.9375, -0.6525, -0.235491, -0.566441, 0.729230, 0.303169
cut, -0.7952, 1.9363, -0.6525, -0.236397, -0.566064, 0.728745, 0.304335
cut, -0.8000, 1.9351, -0.6525, -0.237296, -0.565687, 0.728260, 0.305493
cut, -0.8049, 1.9338, -0.6525, -0.238189, -0.565312, 0.727777, 0.306642
cut, -0.8097, 1.9326, -0.6525, -0.239076, -0.564938, 0.727295, 0.307783
cut, -0.8146, 1.9314, -0.6525, -0.239956, -0.564564, 0.726814, 0.308917
cut, -0.8194, 1.9301, -0.6525, -0.240830, -0.564192, 0.726335, 0.310042
cut, -0.8243, 1.9289, -0.6525, -0.241698, -0.563821, 0.725857, 0.311159
cut, -0.8291, 1.9276, -0.6525, -0.242560, -0.563450, 0.725380, 0.312269
cut, -0.8339, 1.9264, -0.6525, -0.243415, -0.563081, 0.724905, 0.313370
cut, -0.8388, 1.9252, -0.6525, -0.244265, -0.562713, 0.724431, 0.314464
cut, -0.8436, 1.9239, -0.6524, -0.245108, -0.562346, 0.723959, 0.315550
cut, -0.8485, 1.9227, -0.6524, -0.245946, -0.561981, 0.723488, 0.316628
cut, -0.8533, 1.9215, -0.6524, -0.246778, -0.561616, 0.723018, 0.317699
cut, -0.8582, 1.9202, -0.6524, -0.247604, -0.561252, 0.722550, 0.318762
cut, -0.8630, 1.9190, -0.6524, -0.248424, -0.560890, 0.722084, 0.319818
cut, -0.8679, 1.9177, -0.6524, -0.249238, -0.560528, 0.721618, 0.320866
cut, -0.8727, 1.9165, -0.6524, -0.250046, -0.560168, 0.721155, 0.321907
cut, -0.8775, 1.9153, -0.6524, -0.250849, -0.559809, 0.720692, 0.322941
cut, -0.8824, 1.9140, -0.6524, -0.251647, -0.559451, 0.720232, 0.323967
cut, -0.8872, 1.9128, -0.6524, -0.252438, -0.559094, 0.719772, 0.324986
cut, -0.8921, 1.9116, -0.6524, -0.253224, -0.558739, 0.719315, 0.325998
cut, -0.8969, 1.9103, -0.6524, -0.254005, -0.558384, 0.718858, 0.327003
cut, -0.9018, 1.9091, -0.6524, -0.254780, -0.558031, 0.718404, 0.328001
cut, -0.9066, 1.9079, -0.6524, -0.255549, -0.557679, 0.717950, 0.328992
cut, -0.9115, 1.9066, -0.6523, -0.256314, -0.557328, 0.717499, 0.329976
cut, -0.9163, 1.9054, -0.6523, -0.257073, -0.556979, 0.717049, 0.330953
cut, -0.9212, 1.9041, -0.6523, -0.257826, -0.556630, 0.716600, 0.331923
cut, -0.9260, 1.9029, -0.6523, -0.258575, -0.556283, 0.716153, 0.332887
cut, -0.9308, 1.9017, -0.6523, -0.259318, -0.555937, 0.715707, 0.333843
cut, -0.9357, 1.9004, -0.6523, -0.260056, -0.555592, 0.715263, 0.334793
cut, -0.9405, 1.8992, -0.6523, -0.260789, -0.555248, 0.714821, 0.335737
cut, -0.9454, 1.8980, -0.6523, -0.261517, -0.554906, 0.714380, 0.336674
cut, -0.9502, 1.8967, -0.6523, -0.262240, -0.554565, 0.713941, 0.337604
cut, -0.9551, 1.8955, -0.6523, -0.262957, -0.554225, 0.713503, 0.338529
cut, -0.9599, 1.8942, -0.6523, -0.263670, -0.553886, 0.713067, 0.339446
cut, -0.9648, 1.8930, -0.6523, -0.264378, -0.553548, 0.712633, 0.340358
cut, -0.9690, 1.8919, -0.6523, -0.264988, -0.553257, 0.712257, 0.341142
cut, -0.9690, 1.6879, -0.6523, -0.264988, -0.553257, 0.712257, 0.341142
cut, -0.9690, 1.6863, -0.6475, -0.262376, -0.554500, 0.713858, 0.337780
cut, -0.9690, 1.6847, -0.6428, -0.259697, -0.555760, 0.715480, 0.334331
cut, -0.9690, 1.6831, -0.6380, -0.256948, -0.557036, 0.717123, 0.330792
cut, -0.9690, 1.6815, -0.6333, -0.254128, -0.558328, 0.718786, 0.327161
cut, -0.9690, 1.6800, -0.6286, -0.251234, -0.559637, 0.720471, 0.323436
cut, -0.9690, 1.6784, -0.6238, -0.248263, -0.560961, 0.722175, 0.319612
cut, -0.9690, 1.6768, -0.6191, -0.245215, -0.562300, 0.723899, 0.315687
cut, -0.9690, 1.6752, -0.6143, -0.242086, -0.563654, 0.725642, 0.311660
cut, -0.9690, 1.6736, -0.6096, -0.238875, -0.565022, 0.727404, 0.307525
cut, -0.9690, 1.6720, -0.6048, -0.235578, -0.566405, 0.729184, 0.303281
cut, -0.9690, 1.6704, -0.6001, -0.232194, -0.567801, 0.730981, 0.298924
cut, -0.9690, 1.6689, -0.5954, -0.228720, -0.569209, 0.732794, 0.294452
cut, -0.9690, 1.6673, -0.5906, -0.225154, -0.570629, 0.734622, 0.289861
cut, -0.9690, 1.6657, -0.5859, -0.221494, -0.572060, 0.736464, 0.285149
cut, -0.9690, 1.6641, -0.5811, -0.217736, -0.573500, 0.738318, 0.280311
cut, -0.9690, 1.6625, -0.5764, -0.213879, -0.574950, 0.740184, 0.275346
cut, -0.9690, 1.6609, -0.5716, -0.209921, -0.576407, 0.742060, 0.270250
cut, -0.9690, 1.6594, -0.5669, -0.205859, -0.577870, 0.743944, 0.265021
cut, -0.9690, 1.6578, -0.5622, -0.201691, -0.579338, 0.745834, 0.259654
cut, -0.9690, 1.6562, -0.5574, -0.197414, -0.580809, 0.747728, 0.254149
cut, -0.9690, 1.6546, -0.5527, -0.193027, -0.582282, 0.749624, 0.248502
cut, -0.9690, 1.6530, -0.5479, -0.188528, -0.583754, 0.751519, 0.242710
cut, -0.9690, 1.6514, -0.5432, -0.183915, -0.585224, 0.753411, 0.236771
cut, -0.9690, 1.6498, -0.5384, -0.179187, -0.586689, 0.755297, 0.230683
cut, -0.9690, 1.6483, -0.5337, -0.174341, -0.588147, 0.757174, 0.224445
cut, -0.9690, 1.6467, -0.5290, -0.169377, -0.589596, 0.759039, 0.218054
cut, -0.9690, 1.6451, -0.5242, -0.164293, -0.591033, 0.760889, 0.211509
cut, -0.9690, 1.6435, -0.5195, -0.159089, -0.592455, 0.762720, 0.204809
cut, -0.9690, 1.6419, -0.5147, -0.153764, -0.593859, 0.764528, 0.197954
cut, -0.9690, 1.6403, -0.5100, -0.148318, -0.595242, 0.766309, 0.190943
cut, -0.9690, 1.6388, -0.5053, -0.142751, -0.596602, 0.768059, 0.183776
cut, -0.9690, 1.6372, -0.5005, -0.137064, -0.597934, 0.769774, 0.176454
cut, -0.9690, 1.6356, -0.4958, -0.131257, -0.599236, 0.771450, 0.168978
cut, -0.9690, 1.6340, -0.4910, -0.125332, -0.600503, 0.773081, 0.161351
cut, -0.9690, 1.6324, -0.4863, -0.119290, -0.601732, 0.774664, 0.153573
cut, -0.9690, 1.6308, -0.4815, -0.113134, -0.602920, 0.776193, 0.145647
cut, -0.9690, 1.6292, -0.4768, -0.106866, -0.604062, 0.777663, 0.137579
cut, -0.9690, 1.6277, -0.4721, -0.100491, -0.605156, 0.779071, 0.129371
cut, -0.9690, 1.6261, -0.4673, -0.094010, -0.606196, 0.780411, 0.121028
cut, -0.9690, 1.6245, -0.4626, -0.087429, -0.607180, 0.781677, 0.112556
cut, -0.9690, 1.6229, -0.4578, -0.080753, -0.608104, 0.782867, 0.103961
cut, -0.9690, 1.6213, -0.4531, -0.073987, -0.608964, 0.783974, 0.095250
cut, -0.9690, 1.6197, -0.4483, -0.067136, -0.609758, 0.784996, 0.086430
cut, -0.9690, 1.6181, -0.4436, -0.060207, -0.610481, 0.785927, 0.077510
cut, -0.9690, 1.6166, -0.4389, -0.053207, -0.611131, 0.786763, 0.068499
cut, -0.9690, 1.6150, -0.4341, -0.046144, -0.611704, 0.787502, 0.059405
cut, -0.9690, 1.6134, -0.4294, -0.039024, -0.612200, 0.788140, 0.050239
cut, -0.9690, 1.6118, -0.4246, -0.031856, -0.612615, 0.788674, 0.041011
cut, -0.9690, 1.6102, -0.4199, -0.024649, -0.612947, 0.789102, 0.031733
cut, -0.9690, 1.6086, -0.4152, -0.017411, -0.613195, 0.789421, 0.022414
cut, -0.9690, 1.6071, -0.4104, -0.010151, -0.613358, 0.789631, 0.013068
cut, -0.9690, 1.6055, -0.4057, -0.002878, -0.613436, 0.789731, 0.003705
cut, -0.9690, 1.6048, -0.4038, 0.000000, -0.613442, 0.789739, 0.000000
p2p,
cut, -0.2729, 2.6860, -0.2302, 0.000000, 0.784672, -0.619912, 0.000000
cut, -0.2729, 2.6860, -1.4547, 0.000000, 0.784672, -0.619912, 0.000000
cut, -0.2176, 2.4534, -1.4547, 0.000000, 0.784672, -0.619912, 0.000000
cut, -0.2176, 2.6404, -0.7011, 0.000000, 0.784672, -0.619912, 0.000000
cut, -0.2176, 2.6404, -0.2589, 0.000000, 0.784672, -0.619912, 0.000000
cut, 0.9079, 1.7444, -0.0864, 0.000000, 0.784672, -0.619912, 0.000000
cut, 0.9079, 1.7444, -0.7011, 0.000000, 0.784672, -0.619912, 0.000000
cut, 0.9079, 1.9314, -1.4547, 0.000000, 0.784672, -0.619912, 0.000000
cut, 0.9633, 1.6989, -1.4547, 0.000000, 0.784672, -0.619912, 0.000000
cut, 0.9633, 1.6989, -0.0971, 0.000000, 0.784672, -0.619912, 0.000000
cut, 0.9586, 1.6986, -0.0989, 0.000000, 0.783743, -0.621085, 0.000000
cut, 0.9539, 1.6983, -0.1006, 0.000000, 0.782823, -0.622244, 0.000000
cut, 0.9492, 1.6980, -0.1023, 0.000000, 0.781912, -0.623389, 0.000000
cut, 0.9445, 1.6977, -0.1040, 0.000000, 0.781008, -0.624521, 0.000000
cut, 0.9398, 1.6974, -0.1057, 0.000000, 0.780113, -0.625639, 0.000000
cut, 0.9351, 1.6971, -0.1074, 0.000000, 0.779225, -0.626744, 0.000000
cut, 0.9304, 1.6968, -0.1091, 0.000000, 0.778345, -0.627836, 0.000000
cut, 0.9257, 1.6965, -0.1108, 0.000000, 0.777474, -0.628916, 0.000000
cut, 0.9210, 1.6962, -0.1125, 0.000000, 0.776610, -0.629982, 0.000000
cut, 0.9164, 1.6959, -0.1142, 0.000000, 0.775753, -0.631037, 0.000000
cut, 0.9117, 1.6956, -0.1159, 0.000000, 0.774904, -0.632079, 0.000000
cut, 0.9070, 1.6953, -0.1177, 0.000000, 0.774063, -0.633109, 0.000000
cut, 0.9023, 1.6950, -0.1194, 0.000000, 0.773229, -0.634127, 0.000000
cut, 0.8976, 1.6947, -0.1211, 0.000000, 0.772402, -0.635134, 0.000000
cut, 0.8929, 1.6944, -0.1228, 0.000000, 0.771583, -0.636129, 0.000000
cut, 0.8882, 1.6941, -0.1245, 0.000000, 0.770770, -0.637113, 0.000000
cut, 0.8835, 1.6938, -0.1262, 0.000000, 0.769965, -0.638086, 0.000000
cut, 0.8788, 1.6935, -0.1279, 0.000000, 0.769167, -0.639048, 0.000000
cut, 0.8742, 1.6932, -0.1296, 0.000000, 0.768375, -0.639999, 0.000000
cut, 0.8695, 1.6929, -0.1313, 0.000000, 0.767591, -0.640940, 0.000000
cut, 0.8648, 1.6926, -0.1330, 0.000000, 0.766813, -0.641870, 0.000000
cut, 0.8601, 1.6923, -0.1347, 0.000000, 0.766042, -0.642790, 0.000000
cut, 0.8554, 1.6920, -0.1365, 0.000000, 0.765278, -0.643700, 0.000000
cut, 0.8507, 1.6917, -0.1382, 0.000000, 0.764520, -0.644600, 0.000000
cut, 0.8460, 1.6914, -0.1399, 0.000000, 0.763768, -0.645490, 0.000000
cut, 0.8413, 1.6911, -0.1416, 0.000000, 0.763023, -0.646371, 0.000000
cut, 0.8366, 1.6908, -0.1433, 0.000000, 0.762285, -0.647242, 0.000000
cut, 0.8320, 1.6905, -0.1450, 0.000000, 0.761552, -0.648103, 0.000000
cut, 0.8273, 1.6902, -0.1467, 0.000000, 0.760826, -0.648956, 0.000000
cut, 0.8226, 1.6899, -0.1484, 0.000000, 0.760106, -0.649799, 0.000000
cut, 0.8179, 1.6896, -0.1501, 0.000000, 0.759392, -0.650633, 0.000000
cut, 0.8132, 1.6893, -0.1518, 0.000000, 0.758684, -0.651459, 0.000000
cut, 0.8085, 1.6890, -0.1535, 0.000000, 0.757982, -0.652276, 0.000000
cut, 0.8038, 1.6887, -0.1553, 0.000000, 0.757286, -0.653084, 0.000000
cut, 0.7991, 1.6884, -0.1570, 0.000000, 0.756595, -0.653884, 0.000000
cut, 0.7944, 1.6881, -0.1587, 0.000000, 0.755910, -0.654675, 0.000000
cut, 0.7897, 1.6878, -0.1604, 0.000000, 0.755231, -0.655458, 0.000000
cut, 0.7851, 1.6875, -0.1621, 0.000000, 0.754558, -0.656233, 0.000000
cut, 0.7804, 1.6872, -0.1638, 0.000000, 0.753890, -0.657001, 0.000000
cut, 0.7757, 1.6869, -0.1655, 0.000000, 0.753228, -0.657760, 0.000000
cut, 0.7710, 1.6867, -0.1672, 0.000000, 0.752571, -0.658512, 0.000000
cut, 0.7663, 1.6864, -0.1689, 0.000000, 0.751919, -0.659256, 0.000000
cut, 0.7616, 1.6861, -0.1706, 0.000000, 0.751273, -0.659992, 0.000000
cut, 0.7569, 1.6858, -0.1723, 0.000000, 0.750632, -0.660721, 0.000000
cut, 0.7522, 1.6855, -0.1741, 0.000000, 0.749996, -0.661443, 0.000000
cut, 0.7475, 1.6852, -0.1758, 0.000000, 0.749365, -0.662157, 0.000000
cut, 0.7429, 1.6849, -0.1775, 0.000000, 0.748739, -0.662865, 0.000000
cut, 0.7382, 1.6846, -0.1792, 0.000000, 0.748119, -0.663565, 0.000000
cut, 0.7335, 1.6843, -0.1809, 0.000000, 0.747503, -0.664259, 0.000000
cut, 0.7288, 1.6840, -0.1826, 0.000000, 0.746892, -0.664945, 0.000000
cut, 0.7241, 1.6837, -0.1843, 0.000000, 0.746286, -0.665625, 0.000000
cut, 0.7194, 1.6834, -0.1860, 0.000000, 0.745685, -0.666298, 0.000000
cut, 0.7147, 1.6831, -0.1877, 0.000000, 0.745089, -0.666965, 0.000000
cut, 0.7100, 1.6828, -0.1894, 0.000000, 0.744497, -0.667626, 0.000000
cut, 0.7053, 1.6825, -0.1911, 0.000000, 0.743910, -0.668280, 0.000000
cut, 0.7006, 1.6822, -0.1929, 0.000000, 0.743328, -0.668927, 0.000000
cut, 0.6960, 1.6819, -0.1946, 0.000000, 0.742750, -0.669569, 0.000000
cut, 0.6913, 1.6816, -0.1963, 0.000000, 0.742177, -0.670204, 0.000000
cut, 0.6866, 1.6813, -0.1980, 0.000000, 0.741608, -0.670834, 0.000000
cut, 0.6819, 1.6810, -0.1997, 0.000000, 0.741043, -0.671457, 0.000000
cut, 0.6772, 1.6807, -0.2014, 0.000000, 0.740483, -0.672075, 0.000000
cut, 0.6725, 1.6804, -0.2031, 0.000000, 0.739928, -0.672686, 0.000000
cut, 0.6678, 1.6801, -0.2048, 0.000000, 0.739376, -0.673293, 0.000000
cut, 0.6631, 1.6798, -0.2065, 0.000000, 0.738829, -0.673893, 0.000000
cut, 0.6584, 1.6795, -0.2082, 0.000000, 0.738286, -0.674488, 0.000000
cut, 0.6538, 1.6792, -0.2099, 0.000000, 0.737747, -0.675077, 0.000000
cut, 0.6491, 1.6789, -0.2117, 0.000000, 0.737212, -0.675661, 0.000000
cut, 0.6444, 1.6786, -0.2134, 0.000000, 0.736681, -0.676240, 0.000000
cut, 0.6397, 1.6783, -0.2151, 0.000000, 0.736155, -0.676813, 0.000000
cut, 0.6350, 1.6780, -0.2168, 0.000000, 0.735632, -0.677382, 0.000000
cut, 0.6303, 1.6777, -0.2185, 0.000000, 0.735113, -0.677945, 0.000000
cut, 0.6256, 1.6774, -0.2202, 0.000000, 0.734598, -0.678503, 0.000000
cut, 0.6209, 1.6771, -0.2219, 0.000000, 0.734087, -0.679055, 0.000000
cut, 0.6162, 1.6768, -0.2236, 0.000000, 0.733580, -0.679603, 0.000000
cut, 0.6116, 1.6765, -0.2253, 0.000000, 0.733076, -0.680147, 0.000000
cut, 0.6069, 1.6762, -0.2270, 0.000000, 0.732576, -0.680685, 0.000000
cut, 0.6022, 1.6759, -0.2287, 0.000000, 0.732080, -0.681218, 0.000000
cut, 0.5975, 1.6756, -0.2304, 0.000000, 0.731588, -0.681747, 0.000000
cut, 0.5928, 1.6753, -0.2322, 0.000000, 0.731099, -0.682272, 0.000000
cut, 0.5881, 1.6750, -0.2339, 0.000000, 0.730614, -0.682791, 0.000000
cut, 0.5834, 1.6747, -0.2356, 0.000000, 0.730132, -0.683306, 0.000000
cut, 0.5787, 1.6744, -0.2373, 0.000000, 0.729654, -0.683817, 0.000000
cut, 0.5740, 1.6741, -0.2390, 0.000000, 0.729179, -0.684323, 0.000000
cut, 0.5693, 1.6738, -0.2407, 0.000000, 0.728708, -0.684825, 0.000000
cut, 0.5647, 1.6735, -0.2424, 0.000000, 0.728240, -0.685323, 0.000000
cut, 0.5600, 1.6732, -0.2441, 0.000000, 0.727775, -0.685816, 0.000000
cut, 0.5553, 1.6729, -0.2458, 0.000000, 0.727314, -0.686305, 0.000000
cut, 0.5506, 1.6726, -0.2475, 0.000000, 0.726856, -0.686790, 0.000000
cut, 0.5459, 1.6723, -0.2492, 0.000000, 0.726401, -0.687271, 0.000000
cut, 0.5412, 1.6720, -0.2510, 0.000000, 0.725950, -0.687748, 0.000000
cut, 0.5365, 1.6717, -0.2527, 0.000000, 0.725502, -0.688220, 0.000000
cut, 0.5318, 1.6714, -0.2544, 0.000000, 0.725057, -0.688689, 0.000000
cut, 0.5271, 1.6711, -0.2561, 0.000000, 0.724615, -0.689154, 0.000000
