CONSTRAINT NAMES,cartesian_waypoint_0,cartesian_waypoint_0,cartesian_waypoint_0,cartesian_waypoint_0,cartesian_waypoint_1,cartesian_waypoint_1,cartesian_waypoint_1,cartesian_waypoint_1,cartesian_waypoint_2,cartesian_waypoint_2,cartesian_waypoint_2,cartesian_waypoint_2,cartesian_waypoint_3,cartesian_waypoint_3,cartesian_waypoint_3,cartesian_waypoint_3,cartesian_waypoint_4,cartesian_waypoint_4,cartesian_waypoint_4,cartesian_waypoint_4,cartesian_waypoint_5,cartesian_waypoint_5,cartesian_waypoint_5,cartesian_waypoint_5,cartesian_waypoint_6,cartesian_waypoint_6,cartesian_waypoint_6,cartesian_waypoint_6,cartesian_waypoint_7,cartesian_waypoint_7,cartesian_waypoint_7,cartesian_waypoint_7,cartesian_waypoint_8,cartesian_waypoint_8,cartesian_waypoint_8,cartesian_waypoint_8,cartesian_waypoint_9,cartesian_waypoint_9,cartesian_waypoint_9,cartesian_waypoint_9,cartesian_waypoint_10,cartesian_waypoint_10,cartesian_waypoint_10,cartesian_waypoint_10,cartesian_waypoint_11,cartesian_waypoint_11,cartesian_waypoint_11,cartesian_waypoint_11,cartesian_waypoint_12,cartesian_waypoint_12,cartesian_waypoint_12,cartesian_waypoint_12,cartesian_waypoint_13,cartesian_waypoint_13,cartesian_waypoint_13,cartesian_waypoint_13,cartesian_waypoint_14,cartesian_waypoint_14,cartesian_waypoint_14,cartesian_waypoint_14,cartesian_waypoint_15,cartesian_waypoint_15,cartesian_waypoint_15,cartesian_waypoint_15,cartesian_waypoint_16,cartesian_waypoint_16,cartesian_waypoint_16,cartesian_waypoint_16,cartesian_waypoint_17,cartesian_waypoint_17,cartesian_waypoint_17,cartesian_waypoint_17,cartesian_waypoint_18,cartesian_waypoint_18,cartesian_waypoint_18,cartesian_waypoint_18,cartesian_waypoint_19,cartesian_waypoint_19,cartesian_waypoint_19,cartesian_waypoint_19,cartesian_waypoint_20,cartesian_waypoint_20,cartesian_waypoint_20,cartesian_waypoint_20,cartesian_waypoint_21,cartesian_waypoint_21,cartesian_waypoint_21,cartesian_waypoint_21,cartesian_waypoint_22,cartesian_waypoint_22,cartesian_waypoint_22,cartesian_waypoint_22,cartesian_waypoint_23,cartesian_waypoint_23,cartesian_waypoint_23,cartesian_waypoint_23,cartesian_waypoint_24,cartesian_waypoint_24,cartesian_waypoint_24,cartesian_waypoint_24,cartesian_waypoint_25,cartesian_waypoint_25,cartesian_waypoint_25,cartesian_waypoint_25,cartesian_waypoint_26,cartesian_waypoint_26,cartesian_waypoint_26,cartesian_waypoint_26,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_0,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_1,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_2,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_3,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_4,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_5,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_6,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_7,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_8,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_9,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_10,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_11,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_12,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_13,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_14,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_15,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_16,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_17,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_18,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_19,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_20,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_21,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_22,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_23,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_24,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_25,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26,user_defined_INEQ_26
DESCRIPTION,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio
CONSTRAINTS,3.610466e+01,9.106898e+00,8.889713e+00,9.761515e-01,3.321535e+01,9.244964e+00,8.990677e+00,9.724946e-01,3.174281e+01,9.301446e+00,9.027863e+00,9.705871e-01,3.024473e+01,9.349336e+00,9.056144e+00,9.686404e-01,2.872309e+01,9.388481e+00,9.075406e+00,9.666533e-01,2.717996e+01,9.418745e+00,9.085552e+00,9.646245e-01,2.561752e+01,9.024471e+00,8.626374e+00,9.558870e-01,2.403800e+01,9.083167e+00,8.788521e+00,9.675613e-01,2.244373e+01,9.455155e+00,9.060612e+00,9.582721e-01,2.083710e+01,9.345692e+00,8.941115e+00,9.567098e-01,1.922054e+01,9.374886e+00,8.948765e+00,9.545465e-01,1.759655e+01,9.386370e+00,8.936390e+00,9.520603e-01,1.596767e+01,9.341667e+00,8.864910e+00,9.489644e-01,1.433644e+01,9.081685e+00,8.585847e+00,9.454024e-01,1.270546e+01,8.950343e+00,8.364435e+00,9.345379e-01,1.107733e+01,8.327716e+00,7.881394e+00,9.464052e-01,9.454643e+00,7.294019e+00,6.925196e+00,9.494350e-01,7.840000e+00,6.269629e+00,5.982441e+00,9.541938e-01,6.235986e+00,5.256735e+00,5.051424e+00,9.609433e-01,4.645163e+00,4.235190e+00,4.104455e+00,9.691314e-01,3.070061e+00,3.070055e+00,2.991089e+00,9.742785e-01,1.540832e+00,1.540832e+00,1.516017e+00,9.838954e-01,3.349576e-02,3.349531e-02,3.317603e-02,9.904680e-01,5.234889e-03,5.234825e-03,4.986322e-03,9.525289e-01,2.549196e-01,2.549195e-01,2.000855e-01,7.848969e-01,2.250187e-01,2.250187e-01,1.702798e-01,7.567365e-01,8.380034e-03,8.380029e-03,-4.612196e-02,-5.503795e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,-1.292039e-01,nan,0.000000e+00,0.000000e+00,-1.292039e-01,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,6.877851e-02,6.877851e-02,6.877851e-02,1.000000e+00,6.877851e-02,6.877851e-02,6.877851e-02,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,6.877851e-02,6.877847e-02,6.877847e-02,1.000000e+00,6.877851e-02,6.877847e-02,6.877847e-02,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,1.118880e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.118880e+00,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,1.643930e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.643930e+00,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,1.643930e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.643930e+00,1.000000e+00,1.000000e+00,1.000000e+00
CONSTRAINTS,2.721495e+01,1.269780e+01,1.188299e+01,9.358308e-01,2.422467e+01,1.260405e+01,1.125715e+01,8.931373e-01,2.271495e+01,1.232413e+01,1.115386e+01,9.050430e-01,2.118859e+01,1.199693e+01,1.099102e+01,9.161525e-01,1.964768e+01,1.158837e+01,1.077006e+01,9.293858e-01,1.809441e+01,1.102316e+01,1.013839e+01,9.197353e-01,1.699114e+01,1.059679e+01,9.778523e+00,9.227820e-01,1.524948e+01,9.496623e+00,8.776636e+00,9.241850e-01,1.338312e+01,8.190584e+00,7.709985e+00,9.413230e-01,1.189598e+01,7.303403e+00,7.050655e+00,9.653930e-01,1.027178e+01,6.301709e+00,6.082543e+00,9.652212e-01,8.660164e+00,5.321683e+00,5.061467e+00,9.511025e-01,7.102757e+00,4.331671e+00,4.034144e+00,9.313135e-01,5.750594e+00,3.526601e+00,3.231276e+00,9.162577e-01,4.341028e+00,2.723108e+00,2.362278e+00,8.674933e-01,3.195936e+00,2.218775e+00,1.833430e+00,8.263252e-01,2.529446e+00,2.081896e+00,1.997067e+00,9.592539e-01,1.857559e+00,1.854045e+00,1.734113e+00,9.353131e-01,1.184562e+00,1.181816e+00,1.116285e+00,9.445503e-01,5.407073e-01,5.406294e-01,4.736081e-01,8.760310e-01,7.897251e-02,7.707565e-02,7.681546e-02,9.966243e-01,2.481498e-02,2.352133e-02,2.387479e-02,1.015027e+00,3.197241e-04,-2.785053e-03,-3.986363e-03,1.431342e+00,2.485666e-04,-5.394483e-04,-6.034191e-04,1.118586e+00,5.483404e-02,5.300690e-02,5.227302e-02,9.861550e-01,5.473886e-02,5.290418e-02,3.440917e-02,6.504055e-01,5.450200e-02,5.384872e-02,3.165575e-02,5.878645e-01,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,-2.082902e-02,nan,0.000000e+00,0.000000e+00,-2.082902e-02,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,1.292039e-01,1.291499e-01,1.291499e-01,1.000000e+00,1.292039e-01,1.291499e-01,1.291499e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,0.000000e+00,0.000000e+00,-1.504721e-01,nan,0.000000e+00,0.000000e+00,-1.504721e-01,nan,0.000000e+00,0.000000e+00,0.000000e+00,nan,3.521079e-08,-4.502669e-05,-1.278775e-01,2.840039e+03,3.521079e-08,-4.502669e-05,-1.278775e-01,2.840039e+03,0.000000e+00,0.000000e+00,0.000000e+00,nan,1.188797e-01,1.188040e-01,1.188040e-01,1.000000e+00,1.188797e-01,1.188040e-01,1.188040e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,6.439304e-01,6.439304e-01,6.439304e-01,1.000000e+00,6.439304e-01,6.439304e-01,6.439304e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,6.439304e-01,6.439137e-01,6.439137e-01,1.000000e+00,6.439304e-01,6.439137e-01,6.439137e-01,1.000000e+00
