COST NAMES,cartesian_waypoint_0,cartesian_waypoint_0,cartesian_waypoint_0,cartesian_waypoint_0,cartesian_waypoint_1,cartesian_waypoint_1,cartesian_waypoint_1,cartesian_waypoint_1,cartesian_waypoint_2,cartesian_waypoint_2,cartesian_waypoint_2,cartesian_waypoint_2,cartesian_waypoint_3,cartesian_waypoint_3,cartesian_waypoint_3,cartesian_waypoint_3,cartesian_waypoint_4,cartesian_waypoint_4,cartesian_waypoint_4,cartesian_waypoint_4,cartesian_waypoint_5,cartesian_waypoint_5,cartesian_waypoint_5,cartesian_waypoint_5,cartesian_waypoint_6,cartesian_waypoint_6,cartesian_waypoint_6,cartesian_waypoint_6,cartesian_waypoint_7,cartesian_waypoint_7,cartesian_waypoint_7,cartesian_waypoint_7,cartesian_waypoint_8,cartesian_waypoint_8,cartesian_waypoint_8,cartesian_waypoint_8,cartesian_waypoint_9,cartesian_waypoint_9,cartesian_waypoint_9,cartesian_waypoint_9,cartesian_waypoint_10,cartesian_waypoint_10,cartesian_waypoint_10,cartesian_waypoint_10,collision_0,collision_0,collision_0,collision_0,collision_1,collision_1,collision_1,collision_1,collision_2,collision_2,collision_2,collision_2,collision_3,collision_3,collision_3,collision_3,collision_4,collision_4,collision_4,collision_4,collision_5,collision_5,collision_5,collision_5,collision_6,collision_6,collision_6,collision_6,collision_7,collision_7,collision_7,collision_7,collision_8,collision_8,collision_8,collision_8,collision_9,collision_9,collision_9,collision_9,joint_vel_cost,joint_vel_cost,joint_vel_cost,joint_vel_cost,joint_accel_cost,joint_accel_cost,joint_accel_cost,joint_accel_cost,joint_jerk_cost,joint_jerk_cost,joint_jerk_cost,joint_jerk_cost
DESCRIPTION,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio,oldexact,dapprox,dexact,ratio
COSTS,3.108244e-02,3.042834e-03,3.042231e-03,9.998016e-01,2.571110e-02,-5.665431e-04,-5.668445e-04,1.000532e+00,2.027104e-02,-3.988749e-05,-3.991635e-05,1.000724e+00,1.038451e-02,-3.966336e-03,-3.969006e-03,1.000673e+00,4.561295e-03,-4.036056e-03,-4.038298e-03,1.000555e+00,1.133247e-04,-2.869376e-03,-2.870186e-03,1.000282e+00,4.574371e-03,-4.024379e-03,-4.026612e-03,1.000555e+00,1.042029e-02,-3.932390e-03,-3.935018e-03,1.000668e+00,2.026971e-02,-4.121582e-05,-4.124500e-05,1.000708e+00,2.571151e-02,-5.661350e-04,-5.664362e-04,1.000532e+00,3.108230e-02,3.042694e-03,3.042091e-03,9.998016e-01,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,1.844006e-03,2.839757e-04,2.839757e-04,1.000000e+00,1.977971e-03,6.444767e-04,6.444767e-04,1.000000e+00,5.255049e-03,4.841758e-03,3.606447e-03,7.448631e-01
COSTS,2.804021e-02,-4.141506e-03,-4.144849e-03,1.000807e+00,2.627795e-02,4.434890e-03,4.431219e-03,9.991722e-01,2.031095e-02,5.257555e-03,5.252639e-03,9.990648e-01,1.435351e-02,5.693979e-03,5.688241e-03,9.989922e-01,8.599592e-03,6.597122e-03,6.589407e-03,9.988304e-01,2.983510e-03,2.149899e-03,2.152584e-03,1.001249e+00,8.600983e-03,6.567756e-03,6.560294e-03,9.988639e-01,1.435531e-02,5.641039e-03,5.635756e-03,9.990635e-01,2.031096e-02,5.220661e-03,5.216257e-03,9.991563e-01,2.627795e-02,4.418687e-03,4.415506e-03,9.992800e-01,2.804021e-02,-4.177403e-03,-4.180348e-03,1.000705e+00,0.000000e+00,-1.443381e-06,0.000000e+00,-0.000000e+00,0.000000e+00,5.155771e-05,0.000000e+00,0.000000e+00,0.000000e+00,-9.997070e-05,0.000000e+00,-0.000000e+00,0.000000e+00,3.671245e-04,0.000000e+00,0.000000e+00,0.000000e+00,-2.450044e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-1.481568e-06,0.000000e+00,-0.000000e+00,0.000000e+00,3.376137e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.519053e-04,0.000000e+00,-0.000000e+00,0.000000e+00,-3.665935e-05,0.000000e+00,-0.000000e+00,0.000000e+00,-5.706242e-07,0.000000e+00,-0.000000e+00,1.560030e-03,-9.471850e-04,-9.471850e-04,1.000000e+00,1.333494e-03,-2.007143e-04,-2.007143e-04,1.000000e+00,1.648602e-03,1.167414e-03,-1.407730e-03,-1.205853e+00
COSTS,2.804021e-02,-7.277982e-04,-7.278768e-04,1.000108e+00,2.627795e-02,6.434789e-04,6.434180e-04,9.999055e-01,2.031095e-02,6.406022e-04,6.405547e-04,9.999259e-01,1.435351e-02,5.453079e-04,5.452612e-04,9.999144e-01,8.599592e-03,5.486585e-04,5.486113e-04,9.999140e-01,2.983510e-03,5.873330e-04,5.872806e-04,9.999108e-01,8.600983e-03,5.500499e-04,5.500026e-04,9.999139e-01,1.435531e-02,5.471052e-04,5.470583e-04,9.999143e-01,2.031096e-02,6.406025e-04,6.405549e-04,9.999258e-01,2.627795e-02,6.434791e-04,6.434183e-04,9.999055e-01,2.804021e-02,-7.277982e-04,-7.278768e-04,1.000108e+00,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,0.000000e+00,-2.000271e-29,0.000000e+00,nan,1.560030e-03,4.238757e-04,4.238757e-04,1.000000e+00,1.333494e-03,5.136346e-04,5.136346e-04,1.000000e+00,1.648602e-03,1.362515e-03,5.051248e-04,3.707297e-01
COSTS,2.804021e-02,-3.685959e-03,-3.688104e-03,1.000582e+00,2.627795e-02,3.767304e-03,3.765162e-03,9.994314e-01,2.031095e-02,3.749528e-03,3.747417e-03,9.994370e-01,1.435351e-02,3.639082e-03,3.637059e-03,9.994442e-01,8.599592e-03,3.627711e-03,3.625701e-03,9.994460e-01,2.983510e-03,2.983510e-03,2.982164e-03,9.995486e-01,8.600983e-03,3.629106e-03,3.627095e-03,9.994459e-01,1.435531e-02,3.640884e-03,3.638860e-03,9.994441e-01,2.031096e-02,3.749528e-03,3.747417e-03,9.994370e-01,2.627795e-02,3.767304e-03,3.765162e-03,9.994314e-01,2.804021e-02,-3.685959e-03,-3.688103e-03,1.000582e+00,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,1.560030e-03,-7.391564e-05,-7.391564e-05,1.000000e+00,1.333494e-03,4.475537e-04,4.475537e-04,1.000000e+00,1.648602e-03,1.358029e-03,4.504908e-04,3.317241e-01
COSTS,3.172831e-02,-6.160943e-04,-6.161478e-04,1.000087e+00,2.251279e-02,-3.667852e-03,-3.669970e-03,1.000577e+00,1.656354e-02,-3.650812e-03,-3.652915e-03,1.000576e+00,1.071646e-02,-3.634950e-03,-3.637037e-03,1.000574e+00,4.973891e-03,-3.617666e-03,-3.619736e-03,1.000572e+00,1.346834e-06,-2.963628e-03,-2.965000e-03,1.000463e+00,4.973888e-03,-3.617669e-03,-3.619739e-03,1.000572e+00,1.071645e-02,-3.634955e-03,-3.637041e-03,1.000574e+00,1.656354e-02,-3.650810e-03,-3.652912e-03,1.000576e+00,2.251279e-02,-3.667850e-03,-3.669968e-03,1.000577e+00,3.172831e-02,-6.160956e-04,-6.161491e-04,1.000087e+00,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,1.633946e-03,7.735432e-04,7.735432e-04,1.000000e+00,8.859403e-04,5.587266e-04,5.587266e-04,1.000000e+00,1.198111e-03,1.036297e-03,5.530944e-04,5.337218e-01
COSTS,3.234446e-02,6.089107e-03,6.083341e-03,9.990530e-01,2.618275e-02,3.601981e-03,3.600005e-03,9.994514e-01,2.021645e-02,5.355881e-03,5.351456e-03,9.991736e-01,1.435349e-02,5.582412e-03,5.577590e-03,9.991361e-01,8.593627e-03,6.373433e-03,6.367105e-03,9.990072e-01,2.966347e-03,1.639156e-03,1.641982e-03,1.001724e+00,8.593627e-03,6.352513e-03,6.346228e-03,9.990106e-01,1.435349e-02,5.559420e-03,5.554638e-03,9.991398e-01,2.021645e-02,5.340642e-03,5.336242e-03,9.991761e-01,2.618275e-02,3.590506e-03,3.588543e-03,9.994532e-01,3.234446e-02,6.027058e-03,6.021410e-03,9.990628e-01,0.000000e+00,6.925785e-19,0.000000e+00,nan,0.000000e+00,-5.761052e-19,0.000000e+00,nan,0.000000e+00,7.602197e-19,0.000000e+00,nan,0.000000e+00,4.634186e-19,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,5.748000e-19,0.000000e+00,nan,0.000000e+00,5.736369e-19,0.000000e+00,nan,0.000000e+00,-4.551301e-19,0.000000e+00,nan,0.000000e+00,6.472549e-19,0.000000e+00,nan,8.604023e-04,-6.363351e-04,-6.363351e-04,1.000000e+00,3.272137e-04,-1.747025e-03,-1.747025e-03,1.000000e+00,6.450169e-04,2.268153e-04,-4.501783e-03,-1.984779e+01
COSTS,3.234446e-02,8.499397e-04,8.497660e-04,9.997957e-01,2.618275e-02,7.545841e-04,7.544968e-04,9.998844e-01,2.021645e-02,7.509708e-04,7.508836e-04,9.998839e-01,1.435349e-02,7.473034e-04,7.472164e-04,9.998836e-01,8.593627e-03,7.437466e-04,7.436598e-04,9.998832e-01,2.966347e-03,7.702642e-04,7.701726e-04,9.998811e-01,8.593627e-03,7.437466e-04,7.436597e-04,9.998832e-01,1.435349e-02,7.473034e-04,7.472164e-04,9.998836e-01,2.021645e-02,7.509709e-04,7.508838e-04,9.998839e-01,2.618275e-02,7.545841e-04,7.544969e-04,9.998844e-01,3.234446e-02,8.499398e-04,8.497660e-04,9.997956e-01,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,0.000000e+00,-3.999675e-30,0.000000e+00,nan,8.604023e-04,3.905248e-06,3.905248e-06,1.000000e+00,3.272137e-04,-1.726752e-06,-1.726752e-06,1.000000e+00,6.450169e-04,4.822885e-04,-5.923593e-06,-1.228226e-02
COSTS,3.234446e-02,3.782921e-03,3.780699e-03,9.994127e-01,2.618275e-02,3.644637e-03,3.643033e-03,9.995600e-01,2.021645e-02,3.617167e-03,3.615737e-03,9.996046e-01,1.435349e-02,3.609899e-03,3.608329e-03,9.995651e-01,8.593627e-03,3.608899e-03,3.607090e-03,9.994989e-01,2.966347e-03,2.966347e-03,2.964192e-03,9.992735e-01,8.593627e-03,3.607350e-03,3.605565e-03,9.995050e-01,1.435349e-02,3.607564e-03,3.606028e-03,9.995744e-01,2.021645e-02,3.615142e-03,3.613742e-03,9.996127e-01,2.618275e-02,3.643752e-03,3.642161e-03,9.995634e-01,3.234446e-02,3.783326e-03,3.781098e-03,9.994111e-01,0.000000e+00,-6.571215e-07,0.000000e+00,-0.000000e+00,0.000000e+00,1.007854e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.870599e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.581970e-06,0.000000e+00,0.000000e+00,0.000000e+00,7.822193e-07,0.000000e+00,0.000000e+00,0.000000e+00,8.607603e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.657793e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.900257e-06,0.000000e+00,0.000000e+00,0.000000e+00,9.865188e-07,0.000000e+00,0.000000e+00,0.000000e+00,-7.026303e-07,0.000000e+00,-0.000000e+00,8.604023e-04,2.937375e-05,2.937375e-05,1.000000e+00,3.272137e-04,1.494291e-05,1.494291e-05,1.000000e+00,6.450169e-04,4.968075e-04,1.821215e-05,3.665836e-02
COSTS,3.234446e-02,3.808290e-04,3.806844e-04,9.996201e-01,2.618275e-02,2.634059e-04,2.636650e-04,1.000984e+00,2.021645e-02,2.372771e-04,2.378693e-04,1.002496e+00,1.435349e-02,2.152304e-04,2.161003e-04,1.004042e+00,8.593627e-03,1.997578e-04,2.008180e-04,1.005307e+00,2.966347e-03,2.229899e-04,2.241221e-04,1.005078e+00,8.593627e-03,1.999144e-04,2.009723e-04,1.005292e+00,1.435349e-02,2.155974e-04,2.164622e-04,1.004011e+00,2.021645e-02,2.378383e-04,2.384229e-04,1.002458e+00,2.618275e-02,2.638908e-04,2.641433e-04,1.000957e+00,3.234446e-02,3.809118e-04,3.807659e-04,9.996169e-01,0.000000e+00,-7.193483e-07,0.000000e+00,-0.000000e+00,0.000000e+00,2.855487e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.358564e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.340241e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.746270e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.657134e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.255310e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.286906e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.471730e-07,0.000000e+00,0.000000e+00,0.000000e+00,-7.095972e-07,0.000000e+00,-0.000000e+00,8.604023e-04,7.085073e-06,7.085073e-06,1.000000e+00,3.272137e-04,-1.516969e-06,-1.516969e-06,1.000000e+00,6.450169e-04,4.822535e-04,-6.252131e-06,-1.296441e-02
COSTS,3.234446e-02,3.780378e-03,3.778220e-03,9.994290e-01,2.618275e-02,3.653170e-03,3.651435e-03,9.995251e-01,2.021645e-02,3.664136e-03,3.661994e-03,9.994153e-01,1.435349e-02,3.665780e-03,3.663356e-03,9.993388e-01,8.593627e-03,3.640895e-03,3.638597e-03,9.993687e-01,2.966347e-03,2.966347e-03,2.964777e-03,9.994706e-01,8.593627e-03,3.642943e-03,3.640615e-03,9.993608e-01,1.435349e-02,3.667382e-03,3.664935e-03,9.993328e-01,2.021645e-02,3.663372e-03,3.661242e-03,9.994183e-01,2.618275e-02,3.653472e-03,3.651732e-03,9.995237e-01,3.234446e-02,3.781541e-03,3.779359e-03,9.994230e-01,0.000000e+00,-1.773206e-07,0.000000e+00,-0.000000e+00,0.000000e+00,1.502311e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.598791e-07,0.000000e+00,0.000000e+00,0.000000e+00,-1.220742e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-1.190937e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-1.291206e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-1.245536e-06,0.000000e+00,-0.000000e+00,0.000000e+00,2.464566e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.441223e-06,0.000000e+00,0.000000e+00,0.000000e+00,-2.762941e-07,0.000000e+00,-0.000000e+00,8.604023e-04,2.883399e-05,2.883399e-05,1.000000e+00,3.272137e-04,1.681531e-05,1.681531e-05,1.000000e+00,6.450169e-04,4.984489e-04,2.186204e-05,4.386015e-02
COSTS,3.234446e-02,3.873226e-04,3.870227e-04,9.992257e-01,2.618275e-02,3.080241e-04,3.076785e-04,9.988781e-01,2.021645e-02,2.984006e-04,2.981576e-04,9.991856e-01,1.435349e-02,2.521635e-04,2.525289e-04,1.001449e+00,8.593627e-03,2.312274e-04,2.318617e-04,1.002743e+00,2.966347e-03,2.574461e-04,2.581155e-04,1.002600e+00,8.593627e-03,2.309848e-04,2.316227e-04,1.002762e+00,1.435349e-02,2.520088e-04,2.523764e-04,1.001459e+00,2.021645e-02,2.989063e-04,2.986559e-04,9.991626e-01,2.618275e-02,3.087197e-04,3.083643e-04,9.988486e-01,3.234446e-02,3.872309e-04,3.869324e-04,9.992293e-01,0.000000e+00,-4.589283e-07,0.000000e+00,-0.000000e+00,0.000000e+00,-1.170013e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-1.649259e-06,0.000000e+00,-0.000000e+00,0.000000e+00,7.232343e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.671673e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.639621e-06,0.000000e+00,0.000000e+00,0.000000e+00,6.993167e-07,0.000000e+00,0.000000e+00,0.000000e+00,-1.668238e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-1.178466e-06,0.000000e+00,-0.000000e+00,0.000000e+00,-4.192264e-07,0.000000e+00,-0.000000e+00,8.604023e-04,5.786326e-06,5.786326e-06,1.000000e+00,3.272137e-04,-1.825163e-06,-1.825163e-06,1.000000e+00,6.450169e-04,4.817243e-04,-7.504289e-06,-1.557797e-02
COSTS,3.195744e-02,-3.879089e-04,-3.879317e-04,1.000059e+00,2.587508e-02,-3.997372e-04,-3.997621e-04,1.000062e+00,1.991829e-02,-3.897996e-04,-3.898228e-04,1.000060e+00,1.410096e-02,-3.438384e-04,-3.438546e-04,1.000047e+00,8.361766e-03,-3.227393e-04,-3.227529e-04,1.000042e+00,2.708231e-03,-3.185220e-04,-3.185354e-04,1.000042e+00,8.362005e-03,-3.225004e-04,-3.225141e-04,1.000042e+00,1.410112e-02,-3.436859e-04,-3.437021e-04,1.000047e+00,1.991779e-02,-3.902975e-04,-3.903208e-04,1.000060e+00,2.587439e-02,-4.004226e-04,-4.004476e-04,1.000062e+00,3.195753e-02,-3.878187e-04,-3.878414e-04,1.000059e+00,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,0.000000e+00,-4.000066e-32,0.000000e+00,nan,8.546159e-04,-3.168090e-06,-3.168090e-06,1.000000e+00,3.290388e-04,-3.885609e-07,-3.885609e-07,1.000000e+00,6.525212e-04,4.895523e-04,6.212972e-07,1.269113e-03
COSTS,3.234537e-02,8.510906e-04,8.509708e-04,9.998593e-01,2.627484e-02,8.367548e-04,8.367679e-04,1.000016e+00,2.030811e-02,8.419711e-04,8.418626e-04,9.998712e-01,1.444482e-02,8.569845e-04,8.566168e-04,9.995710e-01,8.684519e-03,8.662807e-04,8.657291e-04,9.993633e-01,3.026767e-03,8.746884e-04,8.739647e-04,9.991726e-01,8.684519e-03,8.659794e-04,8.654319e-04,9.993677e-01,1.444482e-02,8.566378e-04,8.562747e-04,9.995762e-01,2.030811e-02,8.421164e-04,8.420056e-04,9.998685e-01,2.627484e-02,8.372956e-04,8.373010e-04,1.000006e+00,3.234537e-02,8.507776e-04,8.506638e-04,9.998663e-01,0.000000e+00,-2.316612e-07,0.000000e+00,-0.000000e+00,0.000000e+00,6.002597e-07,0.000000e+00,0.000000e+00,0.000000e+00,4.630308e-07,0.000000e+00,0.000000e+00,0.000000e+00,-4.513153e-07,0.000000e+00,-0.000000e+00,0.000000e+00,-8.339963e-07,0.000000e+00,-0.000000e+00,0.000000e+00,-7.849434e-07,0.000000e+00,-0.000000e+00,0.000000e+00,-4.192369e-07,0.000000e+00,-0.000000e+00,0.000000e+00,4.449054e-07,0.000000e+00,0.000000e+00,0.000000e+00,5.593721e-07,0.000000e+00,0.000000e+00,0.000000e+00,-1.914209e-07,0.000000e+00,-0.000000e+00,8.577840e-04,-5.712825e-07,-5.712825e-07,1.000000e+00,3.294274e-04,-5.389693e-07,-5.389693e-07,1.000000e+00,6.518999e-04,4.887666e-04,-1.040848e-06,-2.129540e-03
